City;Location;Coordinates;Country Code;Pollutant;Source Name;Unit;Value;Last Updated;Country
Flanders;Belgium - Flanders - 42N054 - WALSHOUTEM;50.711704,5.1031585;BE;NO2;EEA Belgium;µg/m³;13.0;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N060 - HAVINNES;50.61672,3.4576244;BE;CO;EEA Belgium;µg/m³;12.0;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N067 - MEMBACH;50.612278,5.9927526;BE;PM10;EEA Belgium;µg/m³;9.271;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43R223 - JEMEPPE;50.62067,5.5164046;BE;CO;EEA Belgium;µg/m³;12.5;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43R223 - JEMEPPE;50.62067,5.5164046;BE;NO2;EEA Belgium;µg/m³;26.5;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44N012 - MOERKERKE;51.254574,3.362536;BE;PM2.5;EEA Belgium;µg/m³;6.0;2017-07-21T00:00:00+02:00;Belgium
Antwerpen;Belgium - Antwerpen - BELHB23;51.1703,4.341005;BE;PM2.5;EEA Belgium;µg/m³;7.0;2020-12-20T02:00:00+01:00;Belgium
West-Vlaanderen;Belgium - West-Vlaanderen - BETN012;51.254574,3.362536;BE;O3;EEA Belgium;µg/m³;38.0;2020-12-20T02:00:00+01:00;Belgium
Brussels-Capital Region;Belgium - Brussels-Capital Region - BETN043;50.88356,4.382963;BE;CO;EEA Belgium;µg/m³;0.215;2020-12-20T02:00:00+01:00;Belgium
Liege;Belgium - Liege - BETN067;50.612278,5.9927526;BE;PM10;EEA Belgium;µg/m³;1.271;2020-12-20T03:00:00+01:00;Belgium
Luxembourg;Belgium - Luxembourg - BETN085;50.303207,6.001736;BE;PM10;EEA Belgium;µg/m³;1.771;2020-12-20T02:00:00+01:00;Belgium
Luxembourg;Belgium - Luxembourg - BETN085;50.303207,6.001736;BE;SO2;EEA Belgium;µg/m³;0.0;2020-12-20T02:00:00+01:00;Belgium
Luxembourg;Belgium - Luxembourg - BETN121;49.87713,5.202387;BE;NO2;EEA Belgium;µg/m³;2.0;2020-12-20T02:00:00+01:00;Belgium
Brussels-Capital Region;Belgium - Brussels-Capital Region - BETR001;50.849667,4.33382;BE;O3;EEA Belgium;µg/m³;41.0;2020-12-20T02:00:00+01:00;Belgium
Liege;Belgium - Liege - BETR240;50.583614,5.397446;BE;O3;EEA Belgium;µg/m³;30.5;2020-12-20T02:00:00+01:00;Belgium
Oost-Vlaanderen;Belgium - Oost-Vlaanderen - BETR702;51.040688,3.7349715;BE;NO2;EEA Belgium;µg/m³;8.0;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETR811;51.2521,4.491362;BE;PM2.5;EEA Belgium;µg/m³;7.0;2020-12-20T02:00:00+01:00;Belgium
Brussels;Belgium - Brussels - 41B004 - STE.CATHERI;50.85081,4.3485875;BE;O3;EEA Belgium;µg/m³;41.0;2017-07-21T00:00:00+02:00;Belgium
Brussels;Belgium - Brussels - 41R002 - IXELLES;50.825127,4.384719;BE;SO2;EEA Belgium;µg/m³;3.5;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42N016 - DESSEL;51.233654,5.163979;BE;PM2.5;EEA Belgium;µg/m³;5.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42N016 - DESSEL;51.233654,5.163979;BE;O3;EEA Belgium;µg/m³;50.5;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R802 - BORGERHOUT;51.20952,4.4317923;BE;PM2.5;EEA Belgium;µg/m³;6.0;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N063 - CORROY L.G.;50.655437,4.6682878;BE;SO2;EEA Belgium;µg/m³;1.5;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N066 - EUPEN;50.62886,6.002329;BE;NO2;EEA Belgium;µg/m³;5.5;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N070 - MONS;50.46519,3.9397144;BE;PM10;EEA Belgium;µg/m³;12.271;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N100 - DOURBES;50.095684,4.594763;BE;SO2;EEA Belgium;µg/m³;0.0;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N121 - OFFAGNE;49.87713,5.2023873;BE;PM10;EEA Belgium;µg/m³;7.771;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43R240 - ENGIS;50.583614,5.397446;BE;PM2.5;EEA Belgium;µg/m³;3.62;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44R701 - GENT;51.05833,3.729298;BE;NO2;EEA Belgium;µg/m³;24.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 47E714 - DUDZELE;51.278965,3.248624;BE;NO2;EEA Belgium;µg/m³;8.0;2017-07-21T00:00:00+02:00;Belgium
Antwerpen;Belgium - Antwerpen - BELLD01;51.109978,5.004864;BE;NO2;EEA Belgium;µg/m³;3.5;2019-01-09T02:00:00+01:00;Belgium
Vlaams-Brabant;Belgium - Vlaams-Brabant - BELSZ01;50.914577,4.5041833;BE;NO2;EEA Belgium;µg/m³;4.0;2020-12-20T02:00:00+01:00;Belgium
Oost-Vlaanderen;Belgium - Oost-Vlaanderen - BETE703;51.190315,3.6872957;BE;NO2;EEA Belgium;µg/m³;6.5;2020-12-20T02:00:00+01:00;Belgium
West-Vlaanderen;Belgium - West-Vlaanderen - BETM705;50.94536,3.1524017;BE;PM10;EEA Belgium;µg/m³;14.6;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETM802;51.26099,4.424399;BE;NO2;EEA Belgium;µg/m³;8.0;2020-12-20T02:00:00+01:00;Belgium
West-Vlaanderen;Belgium - West-Vlaanderen - BETN052;50.814873,3.3224943;BE;PM10;EEA Belgium;µg/m³;15.6;2020-12-20T02:00:00+01:00;Belgium
Hainaut;Belgium - Hainaut - BETN070;50.46519,3.9397144;BE;PM2.5;EEA Belgium;µg/m³;4.587;2020-12-20T02:00:00+01:00;Belgium
Luxembourg;Belgium - Luxembourg - BETN085;50.303207,6.001736;BE;PM2.5;EEA Belgium;µg/m³;0.0;2020-12-20T02:00:00+01:00;Belgium
Namur;Belgium - Namur - BETN100;50.095684,4.594763;BE;NO2;EEA Belgium;µg/m³;1.0;2020-12-20T02:00:00+01:00;Belgium
Hainaut;Belgium - Hainaut - BETR502;50.428993,4.458681;BE;PM10;EEA Belgium;µg/m³;6.771;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETR802;51.20952,4.4317923;BE;NO2;EEA Belgium;µg/m³;9.0;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETR805;51.20823,4.4215593;BE;PM2.5;EEA Belgium;µg/m³;6.5;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETR811;51.2521,4.491362;BE;O3;EEA Belgium;µg/m³;44.0;2020-12-20T02:00:00+01:00;Belgium
Brussels;Belgium - Brussels - 41R001 - MOLENBEEK;50.849667,4.33382;BE;SO2;EEA Belgium;µg/m³;15.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R831 - BERENDRECHT;51.348797,4.3397098;BE;NO2;EEA Belgium;µg/m³;11.0;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43H201 - LIEGE;50.624992,5.5474644;BE;PM2.5;EEA Belgium;µg/m³;3.62;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N063 - CORROY L.G.;50.655437,4.6682878;BE;NO2;EEA Belgium;µg/m³;7.5;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N073 - VEZIN;50.502716,4.988423;BE;O3;EEA Belgium;µg/m³;32.5;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N085 - VIELSALM;50.303207,6.001736;BE;NO2;EEA Belgium;µg/m³;2.0;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43R221 - LIEGE;50.658443,5.6278353;BE;NO2;EEA Belgium;µg/m³;20.5;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 45R510 - CHATELINEAU;50.416435,4.52113;BE;PM2.5;EEA Belgium;µg/m³;1.686;2017-07-21T00:00:00+02:00;Belgium
West-Vlaanderen;Belgium - West-Vlaanderen - BELOB01;50.91723,3.3073857;BE;PM10;EEA Belgium;µg/m³;16.6;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETM802;51.26099,4.424399;BE;PM10;EEA Belgium;µg/m³;12.1;2020-12-20T02:00:00+01:00;Belgium
West-Vlaanderen;Belgium - West-Vlaanderen - BETN029;51.01628,2.582323;BE;NO2;EEA Belgium;µg/m³;3.0;2020-12-20T02:00:00+01:00;Belgium
Brussels-Capital Region;Belgium - Brussels-Capital Region - BETR012;50.79663,4.358539;BE;PM10;EEA Belgium;µg/m³;10.0;2020-12-20T02:00:00+01:00;Belgium
Liege;Belgium - Liege - BETR240;50.583614,5.397446;BE;PM2.5;EEA Belgium;µg/m³;4.1035;2020-12-20T02:00:00+01:00;Belgium
Oost-Vlaanderen;Belgium - Oost-Vlaanderen - BETR721;51.08896,3.7161193;BE;NO2;EEA Belgium;µg/m³;8.5;2020-12-20T02:00:00+01:00;Belgium
Oost-Vlaanderen;Belgium - Oost-Vlaanderen - BETR750;51.196064,3.82292;BE;NO2;EEA Belgium;µg/m³;31.5;2020-12-20T02:00:00+01:00;Belgium
Flanders;Belgium - Flanders - 40LD02 - LAAKDAL;51.120384,5.021546;BE;NO2;EEA Belgium;µg/m³;8.0;2017-07-13T16:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 40R833 - STABROEK;51.32766,4.362261;BE;NO2;EEA Belgium;µg/m³;14.0;2017-07-21T00:00:00+02:00;Belgium
Brussels;Belgium - Brussels - 41B011 - BERCHEM S.A;50.858032,4.2883363;BE;PM10;EEA Belgium;µg/m³;11.5;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42N016 - DESSEL;51.233654,5.163979;BE;PM10;EEA Belgium;µg/m³;15.7;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42N035 - AARSCHOT;50.977543,4.837618;BE;SO2;EEA Belgium;µg/m³;0.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R802 - BORGERHOUT;51.20952,4.4317923;BE;CO;EEA Belgium;µg/m³;14.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R803 - ANTWERPEN;51.22863,4.4284544;BE;NO2;EEA Belgium;µg/m³;20.5;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R815 - ZWIJNDRECHT;51.2147,4.3322062;BE;NO2;EEA Belgium;µg/m³;8.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R893 - ANTWERPEN;51.28138,4.385771;BE;SO2;EEA Belgium;µg/m³;14.5;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N073 - VEZIN;50.502716,4.988423;BE;PM10;EEA Belgium;µg/m³;5.771;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N085 - VIELSALM;50.303207,6.001736;BE;PM10;EEA Belgium;µg/m³;6.271;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N100 - DOURBES;50.095684,4.594763;BE;O3;EEA Belgium;µg/m³;54.0;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43R221 - LIEGE;50.658443,5.6278353;BE;PM2.5;EEA Belgium;µg/m³;2.653;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43R222 - SERAING;50.61341,5.570223;BE;SO2;EEA Belgium;µg/m³;0.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44R701 - GENT;51.05833,3.729298;BE;PM2.5;EEA Belgium;µg/m³;29.0;2017-07-21T00:00:00+02:00;Belgium
West-Vlaanderen;Belgium - West-Vlaanderen - BELRL01;50.95318,3.1211555;BE;PM10;EEA Belgium;µg/m³;15.6;2020-12-20T02:00:00+01:00;Belgium
Luxembourg;Belgium - Luxembourg - BETN113;50.027027,5.593017;BE;NO2;EEA Belgium;µg/m³;1.0;2020-12-20T02:00:00+01:00;Belgium
Luxembourg;Belgium - Luxembourg - BETN132;49.71928,5.630398;BE;NO2;EEA Belgium;µg/m³;3.0;2020-12-20T02:00:00+01:00;Belgium
Brussels-Capital Region;Belgium - Brussels-Capital Region - BETR012;50.79663,4.358539;BE;SO2;EEA Belgium;µg/m³;0.2;2020-12-20T02:00:00+01:00;Belgium
Hainaut;Belgium - Hainaut - BETR510;50.416435,4.52113;BE;PM2.5;EEA Belgium;µg/m³;2.653;2020-12-20T02:00:00+01:00;Belgium
Hainaut;Belgium - Hainaut - BETR510;50.416435,4.52113;BE;SO2;EEA Belgium;µg/m³;1.0;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETR811;51.2521,4.491362;BE;NO2;EEA Belgium;µg/m³;6.5;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETR811;51.2521,4.491362;BE;PM10;EEA Belgium;µg/m³;12.6;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETR815;51.2147,4.3322062;BE;PM10;EEA Belgium;µg/m³;38.4;2018-01-04T04:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETR817;51.17713,4.4179487;BE;PM10;EEA Belgium;µg/m³;12.6;2020-12-20T02:00:00+01:00;Belgium
Flanders;Belgium - Flanders - 40RL01 - ROESELARE;50.95318,3.1211555;BE;PM10;EEA Belgium;µg/m³;16.7;2017-07-21T00:00:00+02:00;Belgium
Brussels;Belgium - Brussels - 41R012 - UCCLE;50.79663,4.3585386;BE;PM2.5;EEA Belgium;µg/m³;5.45;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42N045 - HASSELT;50.939713,5.3683786;BE;NO2;EEA Belgium;µg/m³;49.5;2017-01-06T11:00:00+01:00;Belgium
Flanders;Belgium - Flanders - 42N046 - GELLIK;50.882298,5.618874;BE;O3;EEA Belgium;µg/m³;45.5;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R020 - VILVOORDE;50.941387,4.436721;BE;NO2;EEA Belgium;µg/m³;6.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R802 - BORGERHOUT;51.20952,4.4317923;BE;PM10;EEA Belgium;µg/m³;17.2;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R892 - KALLO;51.26304,4.27889;BE;NO2;EEA Belgium;µg/m³;18.0;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N066 - EUPEN;50.62886,6.002329;BE;O3;EEA Belgium;µg/m³;44.5;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N070 - MONS;50.46519,3.9397144;BE;PM2.5;EEA Belgium;µg/m³;1.686;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N132 - HABAY-LA-N.;49.71928,5.630398;BE;O3;EEA Belgium;µg/m³;40.0;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43R222 - SERAING;50.61341,5.570223;BE;PM10;EEA Belgium;µg/m³;15.771;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44N029 - HOUTEM;51.01628,2.5823228;BE;SO2;EEA Belgium;µg/m³;0.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44N052 - ZWEVEGEM;50.814873,3.3224943;BE;NO2;EEA Belgium;µg/m³;5.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44N052 - ZWEVEGEM;50.814873,3.3224943;BE;PM10;EEA Belgium;µg/m³;14.7;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 45R512 - MARCHIENNE;50.40781,4.395897;BE;CO;EEA Belgium;µg/m³;10.5;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 47E814 - Ham;51.082188,5.1297183;BE;NO2;EEA Belgium;µg/m³;5.0;2017-07-21T00:00:00+02:00;Belgium
West-Vlaanderen;Belgium - West-Vlaanderen - BELMN01;50.79347,3.1096418;BE;PM10;EEA Belgium;µg/m³;16.1;2020-12-20T02:00:00+01:00;Belgium
Oost-Vlaanderen;Belgium - Oost-Vlaanderen - BETE704;51.1761,3.8699281;BE;NO2;EEA Belgium;µg/m³;5.0;2020-12-20T02:00:00+01:00;Belgium
Brussels-Capital Region;Belgium - Brussels-Capital Region - BETMEU1;50.8951,4.392718;BE;NO2;EEA Belgium;µg/m³;7.0;2020-12-20T02:00:00+01:00;Belgium
Vlaams-Brabant;Belgium - Vlaams-Brabant - BETN040;50.76814,4.2251945;BE;NO2;EEA Belgium;µg/m³;3.0;2020-12-20T02:00:00+01:00;Belgium
Namur;Belgium - Namur - BETN100;50.095684,4.594763;BE;PM2.5;EEA Belgium;µg/m³;1.686;2020-12-20T02:00:00+01:00;Belgium
Luxembourg;Belgium - Luxembourg - BETN113;50.027027,5.593017;BE;PM10;EEA Belgium;µg/m³;1.271;2020-12-20T02:00:00+01:00;Belgium
Luxembourg;Belgium - Luxembourg - BETN132;49.71928,5.630398;BE;SO2;EEA Belgium;µg/m³;1.0;2020-12-20T02:00:00+01:00;Belgium
Brussels-Capital Region;Belgium - Brussels-Capital Region - BETR001;50.849667,4.33382;BE;PM2.5;EEA Belgium;µg/m³;4.95;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETR820;51.320415,4.4448104;BE;SO2;EEA Belgium;µg/m³;1.0;2020-01-20T02:00:00+01:00;Belgium
Flanders;Belgium - Flanders - 40SZ01 - STEENOKKERZ;50.914577,4.5041833;BE;PM2.5;EEA Belgium;µg/m³;4.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42N035 - AARSCHOT;50.977543,4.837618;BE;PM2.5;EEA Belgium;µg/m³;4.5;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R020 - VILVOORDE;50.941387,4.436721;BE;PM10;EEA Belgium;µg/m³;14.2;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R811 - SCHOTEN;51.2521,4.491362;BE;NO2;EEA Belgium;µg/m³;8.5;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 42R894 - ANTWERPEN;51.2835,4.349496;BE;NO2;EEA Belgium;µg/m³;34.5;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43N060 - HAVINNES;50.61672,3.4576244;BE;NO2;EEA Belgium;µg/m³;5.5;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 43R223 - JEMEPPE;50.62067,5.5164046;BE;SO2;EEA Belgium;µg/m³;0.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44N012 - MOERKERKE;51.254574,3.362536;BE;O3;EEA Belgium;µg/m³;57.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44R702 - Gent (G.Carlierlaan);51.040688,3.7349715;BE;PM10;EEA Belgium;µg/m³;15.7;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44R750 - ZELZATE;51.196064,3.82292;BE;CO;EEA Belgium;µg/m³;6.0;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 44R750 - ZELZATE;51.196064,3.82292;BE;NO2;EEA Belgium;µg/m³;11.0;2017-07-21T00:00:00+02:00;Belgium
Wallonia;Belgium - Wallonia - 45R502 - LODELINSART;50.428997,4.4586806;BE;PM2.5;EEA Belgium;µg/m³;1.2025;2017-07-21T00:00:00+02:00;Belgium
Flanders;Belgium - Flanders - 47E009 - Zemst;50.954918,4.435417;BE;NO2;EEA Belgium;µg/m³;5.0;2017-07-21T00:00:00+02:00;Belgium
Antwerpen;Belgium - Antwerpen - BELLD02;51.120384,5.021546;BE;NO2;EEA Belgium;µg/m³;8.0;2020-12-20T02:00:00+01:00;Belgium
Brussels-Capital Region;Belgium - Brussels-Capital Region - BETB004;50.85081,4.3485875;BE;O3;EEA Belgium;µg/m³;42.0;2020-12-20T02:00:00+01:00;Belgium
Brussels-Capital Region;Belgium - Brussels-Capital Region - BETB008;50.84079,4.376149;BE;CO;EEA Belgium;µg/m³;0.215;2020-12-17T02:00:00+01:00;Belgium
West-Vlaanderen;Belgium - West-Vlaanderen - BETN052;50.814873,3.3224943;BE;NO2;EEA Belgium;µg/m³;6.5;2020-12-20T02:00:00+01:00;Belgium
Brabant wallon;Belgium - Brabant wallon - BETN063;50.655437,4.668288;BE;CO;EEA Belgium;µg/m³;0.16;2020-12-20T02:00:00+01:00;Belgium
Luxembourg;Belgium - Luxembourg - BETN132;49.71928,5.630398;BE;O3;EEA Belgium;µg/m³;55.5;2020-12-20T02:00:00+01:00;Belgium
Oost-Vlaanderen;Belgium - Oost-Vlaanderen - BETR701;51.05833,3.729298;BE;PM2.5;EEA Belgium;µg/m³;7.5;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETR801;51.209663,4.431821;BE;PM2.5;EEA Belgium;µg/m³;7.0;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETR831;51.348797,4.3397098;BE;NO2;EEA Belgium;µg/m³;10.0;2020-12-20T02:00:00+01:00;Belgium
Antwerpen;Belgium - Antwerpen - BETR893;51.28138,4.385771;BE;NO2;EEA Belgium;µg/m³;16.5;2020-12-20T02:00:00+01:00;Belgium
