,osmid,bridge,oneway,lanes,name,highway,maxspeed,length,geometry,ref,access,junction,tunnel,service,width,est_width
1029,8063842,,False,,Rue Wiertz,tertiary,,55.381,"LINESTRING (5.5551005 50.6416413, 5.5549884 50.6417082, 5.5549084 50.6418023, 5.5547826 50.6420005, 5.5547424 50.6420762)",,,,,,,
1030,"[219919704, 941124330]",,False,,Rue Saint-Laurent,tertiary,,27.663,"LINESTRING (5.557667 50.6405625, 5.5577004 50.6406439, 5.557773 50.640802)",,,,,,,
1031,219919704,,False,,Rue Saint-Laurent,tertiary,,84.448,"LINESTRING (5.557667 50.6405625, 5.5576423 50.6404766, 5.5576093 50.6403063, 5.5575445 50.6400147, 5.5574875 50.6398541, 5.5574593 50.6398167)",,,,,,,
1032,662598337,,False,2,Rue Wazon,tertiary,,26.113,"LINESTRING (5.557667 50.6405625, 5.5577986 50.6405845, 5.5578678 50.6405845, 5.5579339 50.6405777, 5.5580208 50.6405489)",,,,,,,
1033,8063834,,True,,Rue Patenier,tertiary,50,45.0,"LINESTRING (5.5571201 50.6407659, 5.5575869 50.6405746, 5.557667 50.6405625)",,,,,,,
1034,"[185692417, 106810763]",,True,,"['Rue Henri Bles', 'Rue Wiertz']",residential,,225.691,"LINESTRING (5.5571201 50.6407659, 5.5566041 50.640705, 5.5557894 50.6406373, 5.5556839 50.6406267, 5.5556688 50.6406288, 5.5556287 50.640645, 5.5555909 50.6406806, 5.5550673 50.6415327, 5.5551005 50.6416413)",,,,,,,
1035,106810762,,False,,Rue Bidaut,tertiary,,12.028,"LINESTRING (5.5552251 50.643142, 5.5553306 50.643057)",,,,,,,
1036,8063842,,False,,Rue Wiertz,tertiary,,137.362,"LINESTRING (5.5552251 50.643142, 5.5548431 50.6429149, 5.5546715 50.6427415, 5.5545991 50.6426191, 5.554549 50.6424586, 5.5545903 50.6423034, 5.5547424 50.6420762)",,,,,,,
1037,315750464,,False,,Rue Bidaut,tertiary,,23.717,"LINESTRING (5.5552251 50.643142, 5.5550742 50.6432873, 5.5550367 50.6433186)",,,,,,,
1038,223727052,,False,,Mont Saint-Martin,residential,50,2.764,"LINESTRING (5.5680679 50.6454343, 5.5680745 50.6454098)",,,,,,,
1039,908046446,,False,,Square Saint-Léonard,residential,50,24.475,"LINESTRING (5.5680679 50.6454343, 5.5679943 50.6456494)",,,,,,,
1040,35841611,,True,,Rue Saint-Séverin,residential,50,150.8270000000001,"LINESTRING (5.5680679 50.6454343, 5.5673224 50.6453357, 5.5665252 50.6453386, 5.5664374 50.6453532, 5.5662484 50.6453933, 5.5661984 50.6454131, 5.5661581 50.6454471, 5.5661329 50.6454766, 5.5660772 50.6455377)",,,,,,,
1041,9931324,,True,,Rue Firquet,residential,50,9.483,"LINESTRING (5.5646202 50.6459525, 5.5645993 50.6459421, 5.5644948 50.645925)",,,,,,,
1042,495753305,,False,,Rue Firquet,service,,33.097,"LINESTRING (5.5646202 50.6459525, 5.5645808 50.6459627, 5.5641571 50.6459954)",,,,,alley,,
1043,9931324,,True,,Rue Firquet,residential,50,62.039,"LINESTRING (5.5653425 50.6462711, 5.5649355 50.6460923, 5.5646202 50.6459525)",,,,,,,
1044,35841978,,True,1,Rue Hocheporte,residential,50,64.265,"LINESTRING (5.5653425 50.6462711, 5.5657864 50.6459246, 5.5658705 50.6458653, 5.5659367 50.645835)",,,,,,,
1045,8038615,,True,,Rue Saint-Séverin,residential,30,115.741,"LINESTRING (5.5644442 50.6454824, 5.5645859 50.6454762, 5.5651348 50.6454688, 5.5656011 50.645487, 5.5659239 50.645515, 5.5660772 50.6455377)",,,,,,,
1046,8063880,,False,,Rue Coqraimont,residential,50,49.355,"LINESTRING (5.5644442 50.6454824, 5.5644543 50.6456297, 5.5644948 50.645925)",,,,,,,
1047,247017038,,True,,Rue Saint-Séverin,residential,50,35.03,"LINESTRING (5.5659367 50.645835, 5.5659292 50.6457836, 5.5660492 50.6455735, 5.5660772 50.6455377)",,,,,,,
1048,8063892,,True,,Rue Agimont,residential,30,41.94799999999999,"LINESTRING (5.5677915 50.6462577, 5.5681781 50.6463085, 5.5682784 50.6463044, 5.568378 50.6463053)",,,,,,,
1049,"[247017176, 247017037]",,True,,Rue Agimont,residential,"['30', '50']",130.429,"LINESTRING (5.5677915 50.6462577, 5.5672857 50.6462122, 5.5666676 50.646038, 5.5664981 50.6459875, 5.5663209 50.645938, 5.5661475 50.6458926, 5.5660609 50.6458694)",,,,,,,
1050,27818144,,True,,,primary,50,25.436,"LINESTRING (5.568378 50.6463053, 5.5684122 50.6462691, 5.5684332 50.6462426, 5.568525 50.6460969)",N3,,,,,,
1051,27435109,,True,,Rue des Meuniers,residential,50,126.451,"LINESTRING (5.5608099 50.646643, 5.5609882 50.646581, 5.5619452 50.6463688, 5.5624863 50.6462432)",,,,,,,
1052,"[185060947, 27435111]",,True,,Rue Louis Fraigneux,"['primary', 'secondary']",50,169.528,"LINESTRING (5.5608099 50.646643, 5.5614824 50.6466903, 5.5617605 50.646691, 5.5619428 50.6467036, 5.5621143 50.6467189, 5.5626668 50.646798, 5.5631672 50.6469021)",N3,,,,,,
1053,8063804,,False,,Rue Mississippi,residential,50,91.382,"LINESTRING (5.563187 50.646087, 5.5632165 50.6463269, 5.5632247 50.6467345, 5.5632218 50.6468026, 5.5631981 50.6468521, 5.5631672 50.6469021)",,,,,,,
1054,8063804,,False,,Rue Mississippi,residential,50,60.336,"LINESTRING (5.563187 50.646087, 5.5631869 50.6460111, 5.5631723 50.6458474, 5.563141 50.6455936, 5.5631266 50.6455463)",,,,,,,
1055,27435109,,True,,Rue des Meuniers,residential,50,52.37,"LINESTRING (5.5624863 50.6462432, 5.563187 50.646087)",,,,,,,
1056,8063902,,True,,Rue Corémolin,residential,50,78.28999999999999,"LINESTRING (5.5624863 50.6462432, 5.5624755 50.646024, 5.5624665 50.6457517, 5.5624815 50.6455395)",,,,,,,
1057,25780218,,True,,Rue Sainte-Marguerite,residential,30,113.647,"LINESTRING (5.5577031 50.646505, 5.5577777 50.6464123, 5.5578701 50.646367, 5.5582391 50.646235, 5.5590293 50.6459524)",,,,,,,
1058,185060947,,True,,Rue Louis Fraigneux,primary,50,37.958,"LINESTRING (5.5577031 50.646505, 5.557869 50.6464809, 5.5580306 50.6464623, 5.5582334 50.6464489)",N3,,,,,,
1059,8063931,,True,,,primary_link,50,76.95800000000001,"LINESTRING (5.55925 50.6464981, 5.559347 50.6465356, 5.5594135 50.6465762, 5.5594617 50.6466169, 5.5594971 50.6466628, 5.559524 50.6467189, 5.5595309 50.6467746, 5.5595163 50.646831, 5.5594779 50.646891, 5.5594453 50.6469268, 5.5593977 50.6469599, 5.5592273 50.6470441)",,,,,,,
1060,185060947,,True,,Rue Louis Fraigneux,primary,50,51.646,"LINESTRING (5.55925 50.6464981, 5.5594328 50.6465223, 5.5595758 50.6465461, 5.5598419 50.6465885, 5.559963 50.6466039)",N3,,,,,,
1061,636834825,,False,,,cycleway,,84.88000000000001,"LINESTRING (5.55925 50.6464981, 5.5592259 50.6465359, 5.5591883 50.6465334, 5.5591333 50.6465232, 5.5590569 50.6465138, 5.5589912 50.6465079, 5.5588906 50.6465342, 5.5588074 50.6465564, 5.5587417 50.6465802, 5.5586841 50.6466057, 5.5586237 50.6466405, 5.5585821 50.6466703, 5.5585513 50.6466984, 5.5585325 50.6467264, 5.5585231 50.6467434, 5.5585137 50.6467647, 5.558499 50.6467817, 5.5584494 50.6468072, 5.5584118 50.6468352, 5.5583501 50.6468795)",,,,,,,
1062,185060947,,True,,Rue Louis Fraigneux,primary,50,59.885,"LINESTRING (5.559963 50.6466039, 5.5603274 50.6466263, 5.5608099 50.646643)",N3,,,,,,
1063,8063933,,True,,,primary_link,50,48.16500000000001,"LINESTRING (5.5599765 50.646884, 5.5599052 50.6468647, 5.5598619 50.6468536, 5.559811 50.6468343, 5.5597729 50.6468068, 5.559748 50.6467697, 5.5597434 50.646731, 5.5597677 50.6466842, 5.5598053 50.6466522, 5.5598644 50.646627, 5.5599048 50.6466161, 5.559963 50.6466039)",,,,,,,
1064,384989795,,True,3,Rue Louis Fraigneux,primary,50,55.744,"LINESTRING (5.5599765 50.646884, 5.5597811 50.6469261, 5.5592273 50.6470441)",N3,,,,,,
1065,"[8063938, 9931387]",,True,,"['Rue de Fexhe', 'Rue de Waremme']",residential,50,240.747,"LINESTRING (5.5561687 50.6441462, 5.5549566 50.6446958, 5.5558957 50.6457608)",,,,,,,
1066,529447263,,False,,Rue du Général Bertrand,residential,,36.683,"LINESTRING (5.5561687 50.6441462, 5.556236 50.6441915, 5.5565209 50.644389)",,,,,,,
1067,529447263,,False,,Rue du Général Bertrand,residential,,26.443,"LINESTRING (5.5561687 50.6441462, 5.555981 50.6440326, 5.5558885 50.6439887)",,,,,,,
1068,27918068,,False,,Rue Dehin,residential,50,9.917,"LINESTRING (5.5532028 50.6465822, 5.5531916 50.6464933)",,,,,,,
1069,9931532,,False,,Rue en Bois,residential,50,52.039,"LINESTRING (5.5532028 50.6465822, 5.5530826 50.6466054, 5.5526144 50.6466032, 5.5524729 50.6465856)",,,,,,,
1070,42297488,,False,,Rue Henri Baron,residential,50,113.46,"LINESTRING (5.5532028 50.6465822, 5.5532197 50.6466435, 5.5532475 50.646742, 5.5533066 50.6468672, 5.5534074 50.6470741, 5.5534986 50.6472922, 5.5535907 50.6474917, 5.553625 50.6475659)",,,,,,,
1071,27918068,,False,,Rue Dehin,residential,50,31.086,"LINESTRING (5.553166 50.6462143, 5.5531739 50.6463623, 5.5531916 50.6464933)",,,,,,,
1072,635310175,,False,,Rue Dehin,residential,50,77.41399999999999,"LINESTRING (5.553166 50.6462143, 5.5532019 50.6461235, 5.553296 50.6460397, 5.5533003 50.6460359, 5.5535104 50.645855, 5.553754 50.6456331)",,,,,,,
1073,"[995024905, 635310178, 9931513]",,False,,"['Rue Joseph Demoulin', 'Rue du Haut-Pré']",residential,50,200.668,"LINESTRING (5.553166 50.6462143, 5.5530458 50.6458444, 5.5530188 50.6458109, 5.5527481 50.6456135, 5.5526576 50.6455799, 5.5525644 50.6455535, 5.5524075 50.6455166, 5.5523578 50.6455008, 5.5522593 50.6454668, 5.5521989 50.645437, 5.5521759 50.6454189, 5.5521889 50.645392, 5.5522377 50.6453616, 5.5525599 50.6452952, 5.55317 50.645117)",,,,,,,
1074,"[27918073, 9931513, 27918071]",yes,False,,Rue Joseph Demoulin,residential,50,80.943,"LINESTRING (5.5542175 50.6448285, 5.5541182 50.6448336, 5.5538779 50.644905, 5.5534312 50.645042, 5.55317 50.645117)",,,,,,,
1075,315750467,,False,,Rue Dehin,residential,50,144.199,"LINESTRING (5.5542175 50.6448285, 5.5542624 50.6447119, 5.5544261 50.6443483, 5.5547772 50.6435813)",,,,,,,
1076,315750467,,False,,Rue Dehin,residential,50,95.79299999999999,"LINESTRING (5.5542175 50.6448285, 5.5541339 50.6450122, 5.55406 50.6451888, 5.5540101 50.6452929, 5.5539016 50.6454758, 5.5538366 50.6455557, 5.553754 50.6456331)",,,,,,,
1077,8039006,,False,,Rue Émile Gérard,residential,50,130.772,"LINESTRING (5.5540301 50.6487125, 5.5539939 50.648655, 5.5539836 50.6486364, 5.5539339 50.6484687, 5.5537937 50.6480592, 5.5536586 50.6476642, 5.553625 50.6475659)",,,,,,,
1078,635310109,,True,,Rue Lacroix,residential,50,59.887,"LINESTRING (5.5540301 50.6487125, 5.554076 50.6487725, 5.5540863 50.6487868, 5.5543843 50.649202)",,,,,,,
1079,847606672,,True,,Rue de Hesbaye,primary,50,45.177,"LINESTRING (5.5540301 50.6487125, 5.5538961 50.6487476, 5.5534362 50.648865)",,,,,,,
1080,8039006,,False,,Rue Émile Gérard,residential,50,130.772,"LINESTRING (5.553625 50.6475659, 5.5536586 50.6476642, 5.5537937 50.6480592, 5.5539339 50.6484687, 5.5539836 50.6486364, 5.5539939 50.648655, 5.5540301 50.6487125)",,,,,,,
1081,42297488,,False,,Rue Henri Baron,residential,50,113.46,"LINESTRING (5.553625 50.6475659, 5.5535907 50.6474917, 5.5534986 50.6472922, 5.5534074 50.6470741, 5.5533066 50.6468672, 5.5532475 50.646742, 5.5532197 50.6466435, 5.5532028 50.6465822)",,,,,,,
1082,315750476,,True,,Rue Sainte-Marguerite,primary,50,26.765,"LINESTRING (5.553625 50.6475659, 5.5537513 50.6475381, 5.5539271 50.6474993, 5.5539847 50.6474892)",N3,,,,,,
1083,30962031,,True,,Boulevard d'Avroy,secondary,50,132.631,"LINESTRING (5.5687347 50.6383357, 5.5687511 50.6384223, 5.5687839 50.6385747, 5.5689857 50.6393996, 5.568983 50.6394199, 5.5689929 50.6395163)",N671A,,,,,,
1084,95164626,,True,,Boulevard d'Avroy,secondary_link,50,39.733,"LINESTRING (5.5687347 50.6383357, 5.5686069 50.6383534, 5.5681839 50.6384109)",,,,,,,
1085,142808751,,True,,Boulevard d'Avroy,secondary,50,13.022,"LINESTRING (5.5689491 50.6355745, 5.5689156 50.6356234, 5.5688755 50.6356819)",N671A,,,,,,
1086,150789350,,True,,Boulevard d'Avroy,tertiary,50,81.208,"LINESTRING (5.5689491 50.6355745, 5.5685333 50.6355051, 5.5682952 50.6354956, 5.5681046 50.6354895, 5.567833 50.6354961, 5.5678135 50.6354997)",,,,,,,
1087,9701988,,True,2,Boulevard d'Avroy,tertiary,50,52.274,"LINESTRING (5.5693524 50.6347818, 5.5691938 50.6349866, 5.5690506 50.6350647, 5.5688619 50.6350891)",,,,,,,
1088,40029873,,True,,Boulevard d'Avroy,secondary,50,52.517,"LINESTRING (5.5693524 50.6347818, 5.5693139 50.6349368, 5.5692243 50.6351487, 5.5691668 50.6352375)",N671A,,,,,,
1089,"[150887457, 347849877]",,False,,Rue Lebeau,residential,,92.50999999999999,"LINESTRING (5.5697234 50.6334179, 5.5698791 50.6334264, 5.5704091 50.6334214, 5.5709722 50.6333928, 5.5710299 50.6334042)",,,,,,,
1090,360125758,,True,,Avenue Rogier,secondary,50,102.454,"LINESTRING (5.5697234 50.6334179, 5.5697161 50.6336441, 5.569657 50.6340122, 5.569548 50.6343299)",N671A,,,,,,
1091,360125758,,True,,Avenue Rogier,secondary,50,49.805,"LINESTRING (5.5697259 50.63297, 5.5697234 50.6334179)",N671A,,,,,,
1092,221848252,,True,,Avenue Rogier,secondary,50,38.142,"LINESTRING (5.569611 50.6322322, 5.5696651 50.6325735)",N671A,,,,,,
1093,"[315690344, 150887458]",,True,,"['Boulevard Frère-Orban', 'Rue Paul Devaux']",residential,50,219.121,"LINESTRING (5.569611 50.6322322, 5.5697927 50.6322052, 5.5705843 50.6320806, 5.5706976 50.6320629, 5.5707436 50.6320323, 5.5707075 50.6312723, 5.5707263 50.6308142)",,,,,,,
1094,221848252,,True,,Avenue Rogier,secondary,50,151.644,"LINESTRING (5.5690197 50.6309245, 5.5693376 50.631457, 5.569611 50.6322322)",N671A,,,,,,
1095,"[150791055, 1021094255]",,True,"['3', '4']",Boulevard d'Avroy,"['residential', 'secondary']",50,46.912,"LINESTRING (5.5674578 50.6322022, 5.5675561 50.6318934, 5.567524 50.6317885)",N671A,,,,,,
1096,315690345,,True,,Boulevard d'Avroy,secondary,50,33.901,"LINESTRING (5.5677242 50.6358158, 5.5677114 50.6357523, 5.5676841 50.6355866, 5.567671 50.6355128)",N671A,,,,,,
1097,95164566,,True,,Boulevard d'Avroy,residential,30,109.646,"LINESTRING (5.5677777 50.6381441, 5.5676897 50.6381237, 5.5676285 50.638058, 5.5674971 50.6376947, 5.5674621 50.637598, 5.5674303 50.6374727, 5.5674188 50.6373289, 5.5674182 50.6372214)",,,,,,,
1098,150791059,,True,,Boulevard d'Avroy,secondary,50,104.382,"LINESTRING (5.5677777 50.6381441, 5.5675727 50.6376154, 5.5675408 50.6374259, 5.5675409 50.6373267, 5.5675417 50.6372222)",N671A,,,,,,
1099,55795183,,False,,Rue Lonhienne,residential,,7.949,"LINESTRING (5.5648733 50.6416779, 5.5649455 50.6417328)",,,,,,,
1100,"[96006628, 220378406]",,False,,Rue sur la Fontaine,residential,30,96.76899999999999,"LINESTRING (5.5648733 50.6416779, 5.5649374 50.6416431, 5.5651524 50.6414703, 5.5652111 50.6414362, 5.5655865 50.6412616, 5.565906 50.6411136)",,,,,,,
1101,244164505,,False,,Rue Lambert-le-Bègue,residential,,148.033,"LINESTRING (5.5648733 50.6416779, 5.564786 50.6416089, 5.5642048 50.6405548, 5.5641393 50.6404357)",,,,,,,
1102,"[96006628, 220378406]",,False,,Rue sur la Fontaine,residential,30,96.769,"LINESTRING (5.565906 50.6411136, 5.5655865 50.6412616, 5.5652111 50.6414362, 5.5651524 50.6414703, 5.5649374 50.6416431, 5.5648733 50.6416779)",,,,,,,
1103,"[151059865, 169428547]",,True,,"['Place des Béguinages', 'Rue Frère Michel']",residential,,139.025,"LINESTRING (5.565906 50.6411136, 5.5657597 50.6410183, 5.5648986 50.640561, 5.564711 50.6404617, 5.5646537 50.6404195, 5.5646109 50.6403796, 5.564521 50.6402451)",,,,,,,
1104,105622960,,True,,Rue sur la Fontaine,residential,30,26.452,"LINESTRING (5.5662266 50.6409901, 5.565906 50.6411136)",,,,,,,
1105,"[220378408, 9015105]",,True,,Rue des Urbanistes,residential,30,72.307,"LINESTRING (5.5662266 50.6409901, 5.5663093 50.6410418, 5.5668814 50.641375, 5.5669806 50.6414307)",,,,,,,
1106,53791340,,True,,Rue Saint-Gilles,tertiary,30,93.907,"LINESTRING (5.5682179 50.6399514, 5.5681148 50.6399155, 5.5670698 50.6395236)",,,,,,,
1107,150791167,,True,,Rue sur la Fontaine,residential,,48.648,"LINESTRING (5.5682179 50.6399514, 5.5680951 50.6400797, 5.567862 50.6402474, 5.5677848 50.6402884)",,,,,,,
1108,151059869,,False,,Rue Lambert-le-Bègue,residential,,12.464,"LINESTRING (5.5641393 50.6404357, 5.5640787 50.6403304)",,,,,,,
1109,151059870,,False,,Rue Stephany,residential,,49.72799999999999,"LINESTRING (5.5641393 50.6404357, 5.5639964 50.6404661, 5.5634668 50.6405702)",,,,,,,
1110,244164505,,False,,Rue Lambert-le-Bègue,residential,,148.033,"LINESTRING (5.5641393 50.6404357, 5.5642048 50.6405548, 5.564786 50.6416089, 5.5648733 50.6416779)",,,,,,,
1111,"[150791088, 150791091]",,True,,Rue Pouplin,residential,,254.942,"LINESTRING (5.5634668 50.6405702, 5.562739 50.6407139, 5.5626333 50.640728, 5.5625526 50.6407192, 5.5624803 50.6407033, 5.562433 50.6406822, 5.5623468 50.6405957, 5.5620276 50.6403052, 5.5619066 50.640195, 5.5610015 50.6393603)",,,,,,,
1112,151059870,,False,,Rue Stephany,residential,,49.72799999999999,"LINESTRING (5.5634668 50.6405702, 5.5639964 50.6404661, 5.5641393 50.6404357)",,,,,,,
1113,95164565,,False,,Thier de la Fontaine,residential,,70.134,"LINESTRING (5.5644244 50.642033, 5.5644502 50.6421407, 5.5644326 50.6424486, 5.5644372 50.6425728, 5.5643967 50.6426585)",,,,,,,
1114,151059868,,False,,Rue Joseph Jaspar,residential,,55.649,"LINESTRING (5.5644244 50.642033, 5.5647921 50.6419665, 5.564832 50.6419334, 5.5648504 50.641875, 5.5648575 50.6418364, 5.5649111 50.6417659, 5.5649455 50.6417328)",,,,,,,
1115,170749038,,True,,Rue Jonfosse,residential,,127.11,"LINESTRING (5.5644244 50.642033, 5.5643962 50.6420171, 5.5643217 50.6419013, 5.5642953 50.6418602, 5.5642844 50.6418432, 5.5642716 50.6418234, 5.5642003 50.641735, 5.5639164 50.6413812, 5.5637 50.6409909)",,,,,,,
1116,55795183,,False,,Rue Lonhienne,residential,,7.949,"LINESTRING (5.5649455 50.6417328, 5.5648733 50.6416779)",,,,,,,
1117,55795183,,False,,Rue Lonhienne,residential,,90.77399999999999,"LINESTRING (5.5649455 50.6417328, 5.5650699 50.641794, 5.5655875 50.6420461, 5.5658788 50.6421747, 5.5659758 50.6422219)",,,,,,,
1118,151059868,,False,,Rue Joseph Jaspar,residential,,55.649,"LINESTRING (5.5649455 50.6417328, 5.5649111 50.6417659, 5.5648575 50.6418364, 5.5648504 50.641875, 5.564832 50.6419334, 5.5647921 50.6419665, 5.5644244 50.642033)",,,,,,,
1119,315750466,,True,,Rue Darchis,residential,30,130.615,"LINESTRING (5.5649394 50.6371034, 5.5667872 50.6371833)",,,,,,,
1120,150791066,,True,,Rue Beeckman,residential,30,195.831,"LINESTRING (5.5649394 50.6371034, 5.5649481 50.6370384, 5.5653136 50.6354135, 5.5653279 50.6353597)",,,,,,,
1121,95164577,,False,,,service,,9.562,"LINESTRING (5.5675417 50.6372222, 5.5676772 50.6372254)",,no,,,,,
1122,315690345,,True,,Boulevard d'Avroy,secondary,50,157.153,"LINESTRING (5.5675417 50.6372222, 5.5675523 50.6370566, 5.5675873 50.6367793, 5.5677219 50.636157, 5.567728 50.6359631, 5.5677242 50.6358158)",N671A,,,,,,
1123,665434036,,True,,Boulevard d'Avroy,secondary,50,22.002,"LINESTRING (5.5675248 50.6347857, 5.567465 50.6345915)",N671A,,,,,,
1124,219817630,,True,,Rue des Augustins,residential,50,113.423,"LINESTRING (5.5653279 50.6353597, 5.5652602 50.6353549, 5.5638116 50.6352532, 5.5637291 50.6352498)",,,,,,,
1125,624425280,,True,,Rue Beeckman,residential,50,95.31599999999999,"LINESTRING (5.5653279 50.6353597, 5.5653388 50.6353123, 5.5654403 50.6348672, 5.5654653 50.6347524, 5.5655182 50.6345735, 5.5655361 50.6345129)",,,,,,,
1126,315690345,,True,,Boulevard d'Avroy,secondary,50,6.894,"LINESTRING (5.567671 50.6355128, 5.5676535 50.6354518)",N671A,,,,,,
1127,219817630,,True,,Rue des Augustins,residential,50,166.387,"LINESTRING (5.567671 50.6355128, 5.5675196 50.6355222, 5.5674172 50.6355183, 5.5659628 50.6354186, 5.5654147 50.6353681, 5.5653279 50.6353597)",,,,,,,
1128,219634063,,False,2,Rue Louvrex,tertiary,30,102.684,"LINESTRING (5.5637291 50.6352498, 5.5637392 50.6352249, 5.5640432 50.634368, 5.5640515 50.6343493)",,,,,,,
1129,219634063,,False,2,Rue Louvrex,tertiary,30,65.947,"LINESTRING (5.5637291 50.6352498, 5.5637081 50.635305, 5.5635102 50.6358264)",,,,,,,
1130,616507124,,False,,Rue Nysten,tertiary,,137.796,"LINESTRING (5.5609797 50.633803, 5.559714 50.6345377, 5.5596171 50.6345987, 5.5595396 50.6346403)",,,,,,,
1131,"[616507124, 150791086]",,False,,Rue Nysten,tertiary,,97.095,"LINESTRING (5.5609797 50.633803, 5.561889 50.6333035, 5.5620278 50.6332372)",,,,,,,
1132,9015238,,True,,Rue Duvivier,residential,,148.136,"LINESTRING (5.5611222 50.6355732, 5.56034 50.6368096)",,,,,,,
1133,150791067,,True,,Rue Courtois,residential,,50.836,"LINESTRING (5.5611222 50.6355732, 5.5611086 50.6351161)",,,,,,,
1134,651675736,,True,,Rue Fusch,residential,50,0.058,"LINESTRING (5.5611222 50.6355732, 5.561123 50.6355733)",,,,,,,
1135,219634063,,False,2,Rue Louvrex,tertiary,30,65.947,"LINESTRING (5.5635102 50.6358264, 5.5637081 50.635305, 5.5637291 50.6352498)",,,,,,,
1136,958225977,,False,,Rue Louvrex,tertiary,30,136.559,"LINESTRING (5.5635102 50.6358264, 5.5634453 50.6360153, 5.5634329 50.6360492, 5.5630739 50.6370229)",,,,,,,
1137,"[28669690, 25739539, 219152404, 940951799]",,True,"['1', '2']",Rue des Puisatiers,"['residential', 'trunk']",,414.199,"LINESTRING (5.5634904 50.6324743, 5.563331 50.6324694, 5.5625815 50.632417, 5.5618606 50.6323793, 5.5615902 50.6323503, 5.5613291 50.6323132, 5.561143 50.6322829, 5.5603979 50.6320964, 5.5603554 50.6320941, 5.5603108 50.6320973, 5.5602592 50.6321062, 5.5602194 50.6321166, 5.5601812 50.632129, 5.5601445 50.6321432, 5.5601134 50.6321586, 5.5600861 50.632177, 5.5600549 50.6322046, 5.5600353 50.6322288, 5.5600221 50.6322523, 5.5599902 50.6323468, 5.5599204 50.6328481, 5.5598749 50.6329287, 5.559797 50.6329824, 5.559657 50.6330194, 5.5595047 50.6330076, 5.5594204 50.6329789, 5.5593945 50.6329433, 5.5593636 50.6328531, 5.5593949 50.6327131, 5.5594663 50.6326022)",N607,,,,,,
1138,1021094254,,True,3,Boulevard d'Avroy,secondary,50,19.389,"LINESTRING (5.5674337 50.6323759, 5.5674578 50.6322022)",N671A,,,,,,
1139,156701451,,False,,Place de la République Française,residential,,7.231,"LINESTRING (5.5714348 50.6437203, 5.571453 50.6436563)",,,,,,,
1140,30281875,,True,,,secondary,50,19.358,"LINESTRING (5.5714348 50.6437203, 5.5714734 50.6437359, 5.5715022 50.6437584, 5.5715181 50.6437856, 5.5715194 50.6438146, 5.5715061 50.6438424, 5.5714795 50.643866)",N617,,roundabout,,,,
1141,488921451,,False,,,cycleway,,12.324,"LINESTRING (5.5784134 50.6176597, 5.5783034 50.6175736)",,,,,,,
1142,390155048,,True,2,Quai Banning,secondary,70,67.12,"LINESTRING (5.5784134 50.6176597, 5.5783774 50.6175478, 5.5782788 50.6173092, 5.5781607 50.6170783)",N617,,,,,,
1143,233279632,,True,2,Quai de Rome,secondary,70,117.343,"LINESTRING (5.5785496 50.618709, 5.5785567 50.618506, 5.5785294 50.6181629, 5.5784735 50.6178791, 5.5784134 50.6176597)",N617,,,,,,
1144,8169803,,True,1,Rue du Chêne,unclassified,50,1.889,"LINESTRING (5.5831665 50.6134519, 5.5831891 50.613461)",,,,,,,
1145,8064189,,False,,Rue Vapart,residential,50,241.206,"LINESTRING (5.5817146 50.6121299, 5.5816694 50.6121503, 5.5789613 50.6133553, 5.5789159 50.6133755)",,,,,,,
1146,8169803,,True,1,Rue du Chêne,unclassified,50,85.824,"LINESTRING (5.5817146 50.6121299, 5.5818406 50.6122123, 5.5824281 50.6127533)",,,,,,,
1147,8169803,,True,1,Rue du Chêne,unclassified,50,197.459,"LINESTRING (5.5758788 50.6106245, 5.5760035 50.6105821, 5.5761902 50.6105375, 5.5764444 50.6104918, 5.5767833 50.6104478, 5.5772225 50.6103799, 5.5773693 50.6103812, 5.5776751 50.6104025, 5.5779102 50.6104234, 5.5780755 50.610461, 5.5782942 50.610555, 5.5783761 50.6106152, 5.5784786 50.6106741)",,,,,,,
1148,24854435,,False,,Rue de Renory,unclassified,50,221.266,"LINESTRING (5.5758788 50.6106245, 5.5757873 50.610581, 5.5755249 50.6104241, 5.5735897 50.6092652)",,,,,,,
1149,8064185,,False,,Rue des Ateliers,residential,50,141.85,"LINESTRING (5.5784786 50.6106741, 5.5768896 50.6113997, 5.5768461 50.6114185)",,,,,,,
1150,8169803,,True,1,Rue du Chêne,unclassified,50,95.047,"LINESTRING (5.5784786 50.6106741, 5.5785726 50.6107207, 5.5786841 50.6107583, 5.5789141 50.6108612, 5.5792166 50.6109796, 5.5794011 50.6110548, 5.5794869 50.6110966, 5.5795986 50.6111471)",,,,,,,
1151,8064185,,False,,Rue des Ateliers,residential,50,141.85,"LINESTRING (5.5768461 50.6114185, 5.5768896 50.6113997, 5.5784786 50.6106741)",,,,,,,
1152,105593073,,True,1,Rue de Renory,unclassified,30,111.599,"LINESTRING (5.5768461 50.6114185, 5.575968 50.6107011, 5.5758788 50.6106245)",,,,,,,
1153,8064187,,False,,Rue Renkin,residential,50,173.386,"LINESTRING (5.5795986 50.6111471, 5.5795569 50.6111654, 5.5776318 50.6120124, 5.5775792 50.6120355)",,,,,,,
