,osmid,bridge,oneway,lanes,name,highway,maxspeed,length,geometry,ref,access,junction,tunnel,service,width,est_width
1154,8169803,,True,1,Rue du Chêne,unclassified,50,95.22899999999998,"LINESTRING (5.5795986 50.6111471, 5.5796957 50.6111784, 5.5797678 50.6111898, 5.5803811 50.6114187, 5.5805292 50.6114842, 5.5806084 50.6115284, 5.5807424 50.6115936)",,,,,,,
1155,8064187,,False,,Rue Renkin,residential,50,173.386,"LINESTRING (5.5775792 50.6120355, 5.5776318 50.6120124, 5.5795569 50.6111654, 5.5795986 50.6111471)",,,,,,,
1156,105593073,,True,1,Rue de Renory,unclassified,30,75.119,"LINESTRING (5.5775792 50.6120355, 5.5769878 50.6115452, 5.5769312 50.6114995)",,,,,,,
1157,8064188,,False,,Rue Hector Denis,residential,50,210.795,"LINESTRING (5.5807424 50.6115936, 5.5807014 50.6116119, 5.5783638 50.6126576, 5.5783003 50.6126855)",,,,,,,
1158,8169803,,True,1,Rue du Chêne,unclassified,50,92.239,"LINESTRING (5.5807424 50.6115936, 5.5808177 50.6116141, 5.5808998 50.6116329, 5.5813539 50.6118644, 5.5815961 50.6120149, 5.5817146 50.6121299)",,,,,,,
1159,8064188,,False,,Rue Hector Denis,residential,50,210.795,"LINESTRING (5.5783003 50.6126855, 5.5783638 50.6126576, 5.5807014 50.6116119, 5.5807424 50.6115936)",,,,,,,
1160,105593073,,True,1,Rue de Renory,unclassified,30,88.39099999999999,"LINESTRING (5.5783003 50.6126855, 5.5776518 50.6121002, 5.5775792 50.6120355)",,,,,,,
1161,8064189,,False,,Rue Vapart,residential,50,241.206,"LINESTRING (5.5789159 50.6133755, 5.5789613 50.6133553, 5.5816694 50.6121503, 5.5817146 50.6121299)",,,,,,,
1162,105593073,,True,1,Rue de Renory,unclassified,30,88.27300000000001,"LINESTRING (5.5789159 50.6133755, 5.5784695 50.6128472, 5.578358 50.6127315, 5.5783003 50.6126855)",,,,,,,
1163,8064222,,False,,Rue des Écoles,residential,50,47.309,"LINESTRING (5.5794494 50.614061, 5.5793818 50.614078, 5.5788261 50.6142178)",,,,,,,
1164,105593073,,True,1,Rue de Renory,unclassified,30,85.076,"LINESTRING (5.5794494 50.614061, 5.5793939 50.6140064, 5.5793531 50.6139452, 5.5789675 50.6134392, 5.5789159 50.6133755)",,,,,,,
1165,151298399,,True,,Rue des Écoles,residential,30,255.579,"LINESTRING (5.5794494 50.614061, 5.5795043 50.6140396, 5.5805154 50.6135952, 5.5823719 50.612778, 5.5824281 50.6127533)",,,,,,,
1166,8169803,,True,1,Rue du Chêne,unclassified,50,93.543,"LINESTRING (5.5824281 50.6127533, 5.5824827 50.6128065, 5.5830296 50.6133153, 5.5831665 50.6134519)",,,,,,,
1167,99337841,,True,,Quai de Coronmeuse,residential,,253.404,"LINESTRING (5.6089641 50.6543825, 5.6089179 50.6542866, 5.6077176 50.6537672, 5.6061028 50.6530374)",,,,,,,
1168,305304859,,True,,,tertiary,,12.223,"LINESTRING (5.6089641 50.6543825, 5.609001 50.654368, 5.6090429 50.6543611, 5.6090862 50.6543625, 5.6091269 50.6543719)",,,roundabout,,,,
1169,99337841,,True,,Quai de Coronmeuse,residential,,27.779,"LINESTRING (5.6061028 50.6530374, 5.6057816 50.6528927)",,,,,,,
1170,99337874,,False,,Rue Brailleux,service,,115.736,"LINESTRING (5.6061028 50.6530374, 5.6059972 50.6536161, 5.6059252 50.6540721)",,,,,alley,,
1171,99337841,,True,,Quai de Coronmeuse,residential,,87.552,"LINESTRING (5.6048902 50.6524973, 5.6038907 50.65203)",,,,,,,
1172,10699885,,False,,Rue aux Chevaux,residential,50,163.927,"LINESTRING (5.6048902 50.6524973, 5.6039366 50.6537133, 5.6038709 50.6538218)",,,,,,,
1173,689324665,,True,,Quai de Coronmeuse,residential,,15.7,"LINESTRING (5.6003897 50.6504568, 5.6002044 50.6503785)",,,,,,,
1174,723111983,,False,,,path,,21.869,"LINESTRING (5.6003897 50.6504568, 5.6000818 50.650433)",,,,,,,
1175,99337924,,False,,,path,,6.831,"LINESTRING (5.6003897 50.6504568, 5.6004164 50.6504316, 5.6004437 50.6504058)",,,,,,,
1176,99337916,,False,,,service,,573.813,"LINESTRING (5.6040443 50.6518147, 5.6089071 50.6539884, 5.609256 50.6541258, 5.6098582 50.6542747, 5.6107527 50.6544147, 5.6109575 50.6544468)",,,,,,,
1177,"[323754098, 28662094]",,True,2,Quai de Coronmeuse,secondary,70,669.0010000000002,"LINESTRING (5.6040443 50.6518147, 5.6044915 50.6520579, 5.6049884 50.6522964, 5.6088886 50.6540659, 5.6094066 50.6542416, 5.6099212 50.6543625, 5.6112479 50.6545849, 5.6113497 50.6546002, 5.6114451 50.6546073, 5.6116165 50.6546028, 5.611818 50.6545902, 5.6119465 50.6545851, 5.6121104 50.6545789, 5.6122154 50.6545782)",N671,,,,,,
1178,99337868,,False,,,path,,6.656,"LINESTRING (5.601095 50.6503256, 5.6011354 50.6503797)",,,,,,,
1179,572873381,,True,,Pont Atlas,tertiary,,11.205,"LINESTRING (5.601095 50.6503256, 5.6012457 50.6502936)",,,,,,,
1180,10264805,,False,,Quai de Wallonie,residential,,158.277,"LINESTRING (5.60159 50.6499933, 5.6016916 50.6500157, 5.6018914 50.6500597, 5.6030891 50.6503351, 5.6036967 50.6504848)",,,,,,,
1181,"[36938360, 369449065, 36938362, 24497605]",yes,True,4,Pont Atlas,tertiary,,159.437,"LINESTRING (5.60159 50.6499933, 5.6016144 50.6499612, 5.6016373 50.6499249, 5.601666 50.6498652, 5.6020592 50.6490011, 5.6021935 50.6487021, 5.6022404 50.6486209)",,,,,,,
1182,"[369449064, 369449066, 139900158, 24497599]",yes,True,4,Pont Atlas,tertiary,50,88.717,"LINESTRING (5.6022687 50.6485719, 5.6023326 50.64848, 5.6025685 50.6481915, 5.6026709 50.6480662, 5.6027996 50.6479088, 5.6028393 50.647861)",,,,,,,
1183,"[369449067, 724271268, 339414237]",,False,3,Quai Godefroid Kurth,residential,,414.193,"LINESTRING (5.6022687 50.6485719, 5.6021358 50.6485359, 5.6016547 50.6484237, 5.6015802 50.6484135, 5.6010733 50.6483437, 5.5990607 50.6480547, 5.5966008 50.6476078)",,,,,,,
1184,28659718,,True,1,Quai de la Dérivation,primary_link,50,97.31800000000001,"LINESTRING (5.5905437 50.6423923, 5.5904502 50.6422926, 5.5899124 50.6417358, 5.5898136 50.64165)",N610,,,,,,
1185,"[35915305, 368855379]",,True,1,Rue des Bonnes-Villes,tertiary,,100.904,"LINESTRING (5.5905437 50.6423923, 5.5905059 50.6424913, 5.5894455 50.6429349)",,,,,,,
1186,"[368855368, 156513113, 368855369, 28659844]",yes,False,5,Pont de Bressoux,tertiary,,103.097,"LINESTRING (5.5905437 50.6423923, 5.5906018 50.6423664, 5.5906874 50.6423324, 5.5907248 50.6423185, 5.5911103 50.6421697, 5.591406 50.6420556, 5.5915767 50.6419897, 5.5916533 50.6419586, 5.5917885 50.6419062)",,,,,,,
1187,24497844,,True,1,Quai de la Dérivation,primary_link,50,215.634,"LINESTRING (5.5920833 50.6440678, 5.5917441 50.6436987, 5.5906389 50.6424907, 5.5905437 50.6423923)",N610,,,,,,
1188,"[223560233, 28659734, 28659735]",,True,1,Quai de la Dérivation,primary,50,395.735,"LINESTRING (5.5920833 50.6440678, 5.591664 50.6434243, 5.5907568 50.6424515, 5.5905394 50.6422136, 5.5898949 50.6415024, 5.5897006 50.6413417, 5.5892588 50.6410093)",N610,,,yes,,,
1189,10699964,,True,1,Boulevard de la Constitution,tertiary,,89.879,"LINESTRING (5.5937585 50.6456117, 5.5925632 50.6453309)",,,,,,,
1190,39626563,,True,2,Quai de la Dérivation,primary,50,118.82,"LINESTRING (5.5937585 50.6456117, 5.5935545 50.6454992, 5.5933959 50.645395, 5.5932588 50.6452881, 5.5931619 50.6452031, 5.593065 50.6451073, 5.5929251 50.6449518, 5.5927476 50.6447665)",N610,,,,,,
1191,224626415,,False,,Quai du Barbou,residential,,49.955,"LINESTRING (5.5950912 50.646145, 5.5950329 50.646213, 5.5948716 50.646422, 5.5947683 50.6465448)",,,,,,,
1192,369449069,,True,2,Quai du Barbou,primary,50,111.117,"LINESTRING (5.5950912 50.646145, 5.5948146 50.6460346, 5.5941382 50.6457655, 5.5937585 50.6456117)",N610,,,,,,
1193,"[369449068, 369449069, 30352454, 30352455]",yes,True,2,"['Quai du Barbou', 'Pont Biais']",primary,50,315.918,"LINESTRING (5.6011454 50.6472835, 5.6010957 50.6472836, 5.6010439 50.6472858, 5.6009123 50.6472955, 5.6008011 50.6473059, 5.600692 50.6473204, 5.6001383 50.6474142, 5.5999795 50.64744, 5.5998915 50.6474516, 5.5998046 50.6474597, 5.5996885 50.6474676, 5.5995724 50.647472, 5.5994289 50.6474736, 5.5993501 50.6474718, 5.5992792 50.6474681, 5.599204 50.6474616, 5.598917 50.64741, 5.598688 50.6473469, 5.5981561 50.647171, 5.5969563 50.6467683)",N610,,,,,,
1194,35914590,,False,,Rue du Pré-Binet,residential,50,92.756,"LINESTRING (5.5866973 50.629853, 5.5855096 50.6294949)",,,,,,,
1195,8793533,,False,,Rue Bonne-Femme,tertiary,50,125.511,"LINESTRING (5.5866973 50.629853, 5.5876054 50.6290166, 5.5877066 50.6289234)",,,,,,,
1196,53498983,,True,,Rue de la Limite,residential,50,128.368,"LINESTRING (5.5866973 50.629853, 5.5878115 50.6302016, 5.5881664 50.6302939, 5.5883515 50.6303308)",,,,,,,
1197,59988904,,False,,Rue Grétry,tertiary,50,52.282,"LINESTRING (5.5866973 50.629853, 5.586273 50.6302286, 5.5862656 50.6302352)",,,,,,,
1198,48952866,,True,,Rue Villette,residential,30,58.49299999999999,"LINESTRING (5.5815007 50.6346771, 5.5815907 50.6347324, 5.5818701 50.6351423)",,,,,,,
1199,62360376,,False,2,Rue Grétry,tertiary,30,141.063,"LINESTRING (5.5815007 50.6346771, 5.5812343 50.6349182, 5.5803651 50.6357214)",,,,,,,
1200,62360376,,False,2,Rue Grétry,tertiary,30,66.741,"LINESTRING (5.5815007 50.6346771, 5.5815639 50.6346129, 5.5820334 50.6341811)",,,,,,,
1201,8070900,,False,4,Rue Grétry,tertiary,50,5.162,"LINESTRING (5.5789343 50.6370679, 5.578974 50.6370289)",,,,,,,
1202,31633495,,True,,Quai de la Boverie,primary_link,50,50.95999999999999,"LINESTRING (5.5789343 50.6370679, 5.5788095 50.6369837, 5.5786389 50.6368734, 5.5784252 50.6367428)",,,,,,,
1203,"[303381706, 353144507, 267293111]",,False,4,"['Rue Grétry', 'Pont Kennedy']",tertiary,50,95.61999999999999,"LINESTRING (5.5789343 50.6370679, 5.5788188 50.6371796, 5.5784517 50.6375147, 5.5783919 50.6375508, 5.5782096 50.6376535, 5.5780734 50.6377237)",,,,,,,
1204,61902369,,False,2,Rue André Dumont,tertiary,50,28.194,"LINESTRING (5.575059 50.6385304, 5.5754274 50.6384319)",,,,,,,
1205,82950169,,True,,Rue des Croisiers,residential,50,9.385,"LINESTRING (5.575059 50.6385304, 5.5749741 50.6385954)",,,,,,,
1206,972959387,,True,,Rue André Dumont,tertiary,50,20.767,"LINESTRING (5.575059 50.6385304, 5.5748029 50.6386226)",,,,,,,
1207,39881890,,False,,Chemin de la Citadelle,residential,,58.032,"LINESTRING (5.5739373 50.6526553, 5.5744081 50.6522272)",,,,,,,
1208,"[39881888, 204434724, 204434725]",,True,,Rue Pierreuse,residential,30,413.952,"LINESTRING (5.5739373 50.6526553, 5.57393 50.6526194, 5.5738242 50.6521951, 5.5737488 50.6517925, 5.5736844 50.6514528, 5.5736387 50.6513041, 5.5735814 50.6512109, 5.5735227 50.6510237, 5.5733808 50.6505953, 5.5732656 50.6503534, 5.5730957 50.6498552, 5.5729471 50.6493365, 5.572899 50.6489982)",,,,,,,
1209,635310173,,False,,Chemin de la Citadelle,residential,,57.814,"LINESTRING (5.5739373 50.6526553, 5.573497 50.6530352, 5.5734349 50.6530635)",,,,,,,
1210,27818157,,True,,Place Hocheporte,secondary,50,78.552,"LINESTRING (5.5658367 50.6474486, 5.5656566 50.6474815, 5.5647302 50.6474954)",,,,,,,
1211,27818158,,False,,Rue de Campine,tertiary,30,745.6320000000002,"LINESTRING (5.5658367 50.6474486, 5.5658539 50.6476182, 5.5661765 50.648365, 5.5663101 50.6485999, 5.5670825 50.6498421, 5.5671878 50.6500144, 5.5674408 50.6504287, 5.5682839 50.6518624, 5.5684761 50.6521876, 5.5686258 50.6524286, 5.5686595 50.6525111, 5.5686821 50.6525767, 5.5686873 50.6526442, 5.5686844 50.6527164, 5.5686494 50.6528108, 5.568567 50.652925, 5.5685156 50.6529752, 5.5684371 50.6530295, 5.5683159 50.6530932, 5.5681657 50.6531389, 5.5675645 50.6533034, 5.5673587 50.6533597)",,,,,,,
1212,53746523,,False,,,service,,31.368,"LINESTRING (5.5658367 50.6474486, 5.5658135 50.6473545, 5.5657679 50.6471699)",,no,,,,,
1213,42297291,,True,,Montagne Sainte-Walburge,tertiary,50,39.911,"LINESTRING (5.5663153 50.6476402, 5.5660323 50.6475294, 5.5660223 50.6475255, 5.5658367 50.6474486)",,,,,,,
1214,731905435,,False,,Montagne Sainte-Walburge,tertiary,50,26.337,"LINESTRING (5.5663153 50.6476402, 5.5665041 50.6477463, 5.566594 50.6477979)",,,,,,,
1215,113756654,,False,,Escaliers des Capucins,service,,54.419,"LINESTRING (5.5679289 50.6488831, 5.5680685 50.6488664, 5.5681679 50.6488409, 5.5686124 50.6486667)",,,,,,,
1216,"[635310112, 731905435]",,False,,Montagne Sainte-Walburge,tertiary,50,628.7739999999999,"LINESTRING (5.5679289 50.6488831, 5.5680012 50.6489703, 5.5682569 50.6493127, 5.5684451 50.6495418, 5.5686906 50.6497973, 5.5690617 50.650146, 5.5697655 50.6507725, 5.5702636 50.6512009, 5.5705378 50.6514426, 5.570773 50.6516439, 5.5709657 50.6517972, 5.5711752 50.6519106, 5.571403 50.6519692, 5.5717589 50.6520195, 5.5723047 50.6521653, 5.572435 50.652224, 5.5728146 50.652395, 5.5732781 50.6526616, 5.5733842 50.6527842, 5.5734337 50.6529138, 5.5734349 50.6530635)",,,,,,,
1217,731905435,,False,,Montagne Sainte-Walburge,tertiary,50,154.216,"LINESTRING (5.5679289 50.6488831, 5.5675944 50.6484886, 5.5674254 50.6483483, 5.5673899 50.6483241, 5.56731 50.6482698, 5.5670809 50.6481265, 5.5666742 50.6478594, 5.566594 50.6477979)",,,,,,,
1218,354734909,,False,,Montagne Sainte-Walburge,tertiary,50,171.074,"LINESTRING (5.5734349 50.6530635, 5.5733127 50.6539214, 5.5732867 50.6541635, 5.5732695 50.6543295, 5.5732731 50.6544716, 5.5732965 50.6545967)",,,,,,,
1219,"[635310112, 731905435]",,False,,Montagne Sainte-Walburge,tertiary,50,628.774,"LINESTRING (5.5734349 50.6530635, 5.5734337 50.6529138, 5.5733842 50.6527842, 5.5732781 50.6526616, 5.5728146 50.652395, 5.572435 50.652224, 5.5723047 50.6521653, 5.5717589 50.6520195, 5.571403 50.6519692, 5.5711752 50.6519106, 5.5709657 50.6517972, 5.570773 50.6516439, 5.5705378 50.6514426, 5.5702636 50.6512009, 5.5697655 50.6507725, 5.5690617 50.650146, 5.5686906 50.6497973, 5.5684451 50.6495418, 5.5682569 50.6493127, 5.5680012 50.6489703, 5.5679289 50.6488831)",,,,,,,
1220,635310173,,False,,Chemin de la Citadelle,residential,,57.814,"LINESTRING (5.5734349 50.6530635, 5.573497 50.6530352, 5.5739373 50.6526553)",,,,,,,
1221,53264863,,False,,Rue Sainte-Walburge,tertiary,,72.48599999999999,"LINESTRING (5.5732965 50.6545967, 5.5731553 50.6547816, 5.5729757 50.6549333, 5.572773 50.6550605, 5.5726878 50.6551139)",,,,,,,
1222,235829772,,False,,Rue des Glacis,residential,,68.28,"LINESTRING (5.5732965 50.6545967, 5.5736272 50.6542141, 5.5737673 50.6540601)",,,,,,,
1223,354734909,,False,,Montagne Sainte-Walburge,tertiary,50,171.074,"LINESTRING (5.5732965 50.6545967, 5.5732731 50.6544716, 5.5732695 50.6543295, 5.5732867 50.6541635, 5.5733127 50.6539214, 5.5734349 50.6530635)",,,,,,,
1224,305304858,,True,,,tertiary,,13.115,"LINESTRING (5.6090541 50.654543, 5.6089939 50.6545336, 5.6089455 50.654509, 5.6089179 50.6544738)",,,roundabout,,,,
1225,391077336,,True,,,tertiary,50,28.574,"LINESTRING (5.6090541 50.654543, 5.6089167 50.6546302, 5.6087266 50.6546881)",,,,,,,
1226,99337874,,False,,Rue Brailleux,service,,115.736,"LINESTRING (5.6059252 50.6540721, 5.6059972 50.6536161, 5.6061028 50.6530374)",,,,,alley,,
1227,689324669,,True,,Rue Saint-Léonard,tertiary,50,98.69500000000001,"LINESTRING (5.6059252 50.6540721, 5.6072434 50.6542283, 5.6073014 50.654235)",,,,,,,
1228,10699885,,False,,Rue aux Chevaux,residential,50,163.927,"LINESTRING (5.6038709 50.6538218, 5.6039366 50.6537133, 5.6048902 50.6524973)",,,,,,,
1229,176677196,,True,,Rue Saint-Léonard,tertiary,50,53.501,"LINESTRING (5.6038709 50.6538218, 5.6045055 50.653903, 5.6046143 50.6539185)",,,,,,,
1230,323754111,,True,,Rue Saint-Léonard,tertiary,,30.743,"LINESTRING (5.5930621 50.6500274, 5.5934095 50.6501945)",,,,,,,
1231,39545168,,True,,Rue de la Vielle Montagne,residential,,97.801,"LINESTRING (5.5930621 50.6500274, 5.5928772 50.6501875, 5.5922327 50.6507324)",,,,,,,
1232,10699822,,False,,Rue Laport,residential,,151.655,"LINESTRING (5.5923338 50.6496564, 5.5935078 50.6485136)",,,,,,,
1233,323754111,,True,,Rue Saint-Léonard,tertiary,,65.867,"LINESTRING (5.5923338 50.6496564, 5.5930621 50.6500274)",,,,,,,
1234,8106765,,True,,Rue des Franchimontois,residential,,235.373,"LINESTRING (5.5907542 50.6491204, 5.5893274 50.6510341)",,,,,,,
1235,8071340,,True,,Rue Saint-Léonard,tertiary,30,127.357,"LINESTRING (5.5907542 50.6491204, 5.591026 50.6491735, 5.5916716 50.6493529, 5.5923338 50.6496564)",,,,,,,
1236,8082898,,False,,Rue de la Province,residential,,16.306,"LINESTRING (5.5876677 50.6423742, 5.5877318 50.6422333)",,,,,,,
1237,8082898,,False,,Rue de la Province,residential,,156.281,"LINESTRING (5.5876677 50.6423742, 5.5876354 50.642428, 5.5875367 50.6426367, 5.5871957 50.6433117, 5.5870828 50.6435529, 5.5870448 50.6437208)",,,,,,,
1238,150887059,,False,1,Place du Congrès,residential,50,31.599,"LINESTRING (5.5876677 50.6423742, 5.5875624 50.6423466, 5.5874659 50.6423063, 5.5873883 50.6422589, 5.5873236 50.6422018)",,,,,,,
1239,150887059,,False,1,Place du Congrès,residential,50,49.962,"LINESTRING (5.5876677 50.6423742, 5.5877761 50.6423886, 5.5878924 50.6423899, 5.588007 50.6423771, 5.5881157 50.6423506, 5.5882279 50.6423046, 5.5883097 50.6422533)",,,,,,,
1240,905322031,,False,2,Rue Théodore Schwann,tertiary,,16.734,"LINESTRING (5.5883097 50.6422533, 5.5881259 50.6421581)",,,,,,,
1241,150887059,,False,1,Place du Congrès,residential,50,49.962,"LINESTRING (5.5883097 50.6422533, 5.5882279 50.6423046, 5.5881157 50.6423506, 5.588007 50.6423771, 5.5878924 50.6423899, 5.5877761 50.6423886, 5.5876677 50.6423742)",,,,,,,
1242,320285229,,False,2,Rue Théodore Schwann,tertiary,,95.00800000000001,"LINESTRING (5.5883097 50.6422533, 5.5883844 50.6422961, 5.5892869 50.6428415)",,,,,,,
1243,905322030,,False,1,Place du Congrès,residential,50,41.308,"LINESTRING (5.5883097 50.6422533, 5.5883735 50.6421944, 5.5884194 50.6421282, 5.5884442 50.6420611, 5.5884493 50.6419866, 5.5884276 50.6419035)",,,,,,,
1244,8082899,,False,,Rue Théodore Schwann,tertiary,,15.262,"LINESTRING (5.5892869 50.6428415, 5.5894455 50.6429349)",,,,,,,
1245,320285229,,False,2,Rue Théodore Schwann,tertiary,,95.00800000000001,"LINESTRING (5.5892869 50.6428415, 5.5883844 50.6422961, 5.5883097 50.6422533)",,,,,,,
1246,"[368855378, 320285230]",,True,1,Rue des Bonnes-Villes,tertiary,,104.202,"LINESTRING (5.5892869 50.6428415, 5.5903922 50.6423785, 5.5905437 50.6423923)",,,,,,,
1247,905405436,,False,1,Rue du Parlement,residential,50,12.123,"LINESTRING (5.5880318 50.6416425, 5.5879802 50.6417465)",,,,,,,
1248,905322030,,False,1,Place du Congrès,residential,50,41.867,"LINESTRING (5.5880318 50.6416425, 5.5881441 50.6416738, 5.58824 50.6417167, 5.5883243 50.6417731, 5.5883912 50.6418422, 5.5884276 50.6419035)",,,,,,,
1249,905405437,,False,1,Place du Congrès,residential,50,48.998,"LINESTRING (5.5880318 50.6416425, 5.5879186 50.6416266, 5.5878027 50.6416247, 5.5876883 50.6416369, 5.5875798 50.6416626, 5.5874977 50.6416933, 5.587396 50.6417504)",,,,,,,
1250,368855373,,True,2,Quai de la Dérivation,primary,50,115.843,"LINESTRING (5.5886353 50.640324, 5.5878726 50.6394013)",N610,,,,,,
1251,8082904,,False,,Rue de l'Enseignement,residential,,189.606,"LINESTRING (5.5886353 50.640324, 5.5884493 50.6403847, 5.5863867 50.6410261, 5.5862282 50.6410833)",,,,,,,
1252,46788578,,True,1,Rue de la Justice,residential,50,101.719,"LINESTRING (5.5884276 50.6419035, 5.5898136 50.64165)",,,,,,,
1253,905322030,,False,1,Place du Congrès,residential,50,41.308,"LINESTRING (5.5884276 50.6419035, 5.5884493 50.6419866, 5.5884442 50.6420611, 5.5884194 50.6421282, 5.5883735 50.6421944, 5.5883097 50.6422533)",,,,,,,
1254,905322030,,False,1,Place du Congrès,residential,50,41.867,"LINESTRING (5.5884276 50.6419035, 5.5883912 50.6418422, 5.5883243 50.6417731, 5.58824 50.6417167, 5.5881441 50.6416738, 5.5880318 50.6416425)",,,,,,,
1255,150887066,,False,,Rue de la Loi,residential,30,92.131,"LINESTRING (5.5859501 50.6418918, 5.5859697 50.6418257, 5.586187 50.641149, 5.5862282 50.6410833)",,,,,,,
1256,218253173,,False,,Rue de la Loi,residential,30,92.31499999999998,"LINESTRING (5.5859501 50.6418918, 5.5859294 50.6419636, 5.5858169 50.6423381, 5.5857826 50.6424413, 5.5857211 50.6426313, 5.5857083 50.6426725, 5.5857117 50.642707)",,,,,,,
1257,635310153,,False,,Rue Georges Simenon,tertiary,30,92.332,"LINESTRING (5.5859501 50.6418918, 5.5871285 50.6420217, 5.5872412 50.6420291)",,,,,,,
1258,635310153,,False,,Rue Georges Simenon,tertiary,30,116.823,"LINESTRING (5.5859501 50.6418918, 5.585861 50.6418821, 5.5852159 50.6418203, 5.5844215 50.6417441, 5.5843112 50.6417407)",,,,,,,
1259,218253172,,False,,Rue Georges Simenon,tertiary,,15.111,"LINESTRING (5.5872412 50.6420291, 5.5874541 50.6420446)",,,,,,,
1260,150887059,,False,1,Place du Congrès,residential,50,33.674,"LINESTRING (5.5872412 50.6420291, 5.5872461 50.6419538, 5.5872744 50.6418803, 5.5873249 50.6418116, 5.587396 50.6417504)",,,,,,,
1261,150887059,,False,1,Place du Congrès,residential,50,20.232,"LINESTRING (5.5872412 50.6420291, 5.5872541 50.6420893, 5.5872819 50.6421473, 5.5873236 50.6422018)",,,,,,,
1262,635310153,,False,,Rue Georges Simenon,tertiary,30,92.332,"LINESTRING (5.5872412 50.6420291, 5.5871285 50.6420217, 5.5859501 50.6418918)",,,,,,,
1263,103741744,,False,,Rue Ransonnet,tertiary,,19.747,"LINESTRING (5.5870448 50.6437208, 5.586937 50.6438847)",,,,,,,
1264,353258300,,True,,Boulevard de la Constitution,tertiary,,15.716,"LINESTRING (5.5870448 50.6437208, 5.5872546 50.6437685)",,,,,,,
1265,8082898,,False,,Rue de la Province,residential,,156.281,"LINESTRING (5.5870448 50.6437208, 5.5870828 50.6435529, 5.5871957 50.6433117, 5.5875367 50.6426367, 5.5876354 50.642428, 5.5876677 50.6423742)",,,,,,,
1266,8082906,,True,1,Rue des Bonnes-Villes,tertiary,,73.503,"LINESTRING (5.5870448 50.6437208, 5.5874397 50.6435844, 5.5879439 50.6433868)",,,,,,,
1267,10700117,,False,,Rue du Pâquier,residential,,17.109,"LINESTRING (5.5820752 50.6426647, 5.5819657 50.642802)",,,,,,,
