,osmid,oneway,lanes,ref,name,highway,maxspeed,length,bridge,junction,geometry,access,service,tunnel,width
10225,932646793,False,,,Promenade de Meuse,cycleway,,507.97,,,"LINESTRING (4.8813451 50.3999388, 4.8813786 50.4006493, 4.8813986 50.4024972, 4.8814712 50.4028943, 4.8822867 50.4044178)",,,,
10226,44104584,True,,N92,Chaussée de Dinant,primary,,24.309,,roundabout,"LINESTRING (4.8806822 50.4114642, 4.8806778 50.411581, 4.8806746 50.4116363, 4.880636 50.4116757)",,,,
10227,86416202,True,,,,primary,,32.772,,,"LINESTRING (4.883522 50.3973026, 4.88342 50.3972643, 4.8833156 50.3972402, 4.8832498 50.3972121, 4.8831363 50.397146)",,,,
10228,182249017,True,,,,primary,,29.166,,,"LINESTRING (4.883522 50.3973026, 4.883395 50.3973132, 4.8833313 50.3973388, 4.88327 50.3973641, 4.8831619 50.3974157)",,,,
10229,220127375,False,,,Rue de la Pinède,residential,,94.668,,,"LINESTRING (4.8680284 50.4214925, 4.8667533 50.4212379)",,,,
10230,97468323,False,,,Rue de la Pinède,residential,,471.2500000000001,,,"LINESTRING (4.8680284 50.4214925, 4.8680542 50.4219869, 4.8681078 50.4220159, 4.8682554 50.4220022, 4.868588 50.4219646, 4.8689042 50.4219362, 4.8690707 50.4219356, 4.8692692 50.4219681, 4.8694704 50.4220227, 4.8697493 50.4221167, 4.869884 50.4221966, 4.8702535 50.4226281, 4.8707113 50.4227745, 4.8709554 50.4229344, 4.8713431 50.423158, 4.871657 50.4234835, 4.8707251 50.4239158)",,,,
10231,"[139227730, 220127375]",False,,,"['Clos des Epilobes', 'Rue de la Pinède']",residential,,121.867,,,"LINESTRING (4.8680284 50.4214925, 4.8688121 50.421649, 4.868947 50.4215946, 4.8690984 50.4211336)",,,,
10232,120936281,False,,,,service,,248.165,,,"LINESTRING (4.8778115 50.4161363, 4.8778259 50.4161978, 4.8776945 50.4165915, 4.8766324 50.4167792, 4.8764441 50.4166715, 4.87684 50.4160809, 4.8771378 50.4159012)",,,,
10233,120936281,False,,,,service,,55.062,,,"LINESTRING (4.8778115 50.4161363, 4.8777701 50.4160973, 4.8771378 50.4159012)",,,,
10234,167197919,False,,,,path,,116.157,,,"LINESTRING (4.8778115 50.4161363, 4.8780025 50.4161393, 4.879267 50.416101, 4.8794492 50.4160956)",,,,
10235,167197920,False,,,Val Joli,residential,,61.305,,,"LINESTRING (4.8778899 50.4140568, 4.8778496 50.4142243, 4.8778389 50.4143423, 4.8778603 50.4144363, 4.8778952 50.4145388, 4.8779089 50.414602)",,,,
10236,43996014,False,,,Venelle de l'Hôtel de Ville,pedestrian,,111.423,,,"LINESTRING (4.8666619 50.4671743, 4.8666197 50.4669134, 4.8654584 50.4669427)",,,,
10237,43996015,True,,,Rue des Dames Blanches,residential,30,86.148,,,"LINESTRING (4.8666619 50.4671743, 4.865656 50.4671245, 4.8654484 50.4671143)",,,,
10238,167225122,False,,,,service,10,27.62,,,"LINESTRING (4.8667769 50.4669425, 4.8667911 50.4671054, 4.8668472 50.4671828)",,parking_aisle,,
10239,43654385,True,,,Rue des Carmes,residential,30,26.246,,,"LINESTRING (4.8637635 50.4661243, 4.8637568 50.4658883)",,,,
10240,980126933,True,,,,service,,58.95399999999999,,,"LINESTRING (4.8637635 50.4661243, 4.8636196 50.4661336, 4.8635378 50.466132, 4.8635238 50.4658946, 4.8635975 50.4658923, 4.8636469 50.4658917, 4.8637568 50.4658883)",,parking_aisle,,
10241,169538091,False,,,,service,,54.88,,,"LINESTRING (4.907353 50.4642506, 4.9075071 50.4637669)",,,,
10242,"[907536922, 54567259]",False,,,Quai Brumagne,cycleway,30,366.765,,,"LINESTRING (4.907353 50.4642506, 4.9075153 50.4642313, 4.9097966 50.4639865, 4.9112769 50.4638799, 4.9119465 50.4638587, 4.9124893 50.4638573)",,,,6
10243,54567259,False,,,Quai Brumagne,cycleway,,266.236,,,"LINESTRING (4.907353 50.4642506, 4.9064436 50.4643912, 4.9050697 50.464672, 4.904293 50.4648297, 4.9037328 50.4648866)",,,,
10244,264538922,False,4,,Rue du Pont des Ardennes,primary,50,56.214,,,"LINESTRING (4.8764104 50.4612793, 4.8759663 50.4616984)",,,,
10245,264538923,True,2,,Rue du Pont des Ardennes,primary,50,38.216,,,"LINESTRING (4.8764104 50.4612793, 4.8764967 50.4611076, 4.8765518 50.460948)",,,,
10246,169633696,False,,,,track,,721.941,,,"LINESTRING (4.9018139 50.522649, 4.9025105 50.5226611, 4.9033326 50.5226723, 4.9044693 50.5226934, 4.9066002 50.5227411, 4.9077899 50.5227318, 4.9082068 50.5227506, 4.9085949 50.5227686, 4.9089535 50.5227894, 4.9093184 50.5228218, 4.9094859 50.5228841, 4.9096755 50.5229996, 4.9098701 50.523164, 4.9100248 50.5233343, 4.9104333 50.5238134, 4.9107129 50.5240651, 4.910953 50.5241389)",,,,
10247,"[774697585, 32475166]",False,,N924,Route de Wasseiges,secondary,"['50', '90']",28.827,,,"LINESTRING (4.9084852 50.5200764, 4.9084466 50.5199181, 4.9084228 50.5198202)",,,,
10248,"[221011097, 32475164, 32475166]",False,,N924,Route de Wasseiges,secondary,90,487.456,yes,,"LINESTRING (4.9084852 50.5200764, 4.9086793 50.5208063, 4.9087425 50.5210101, 4.9088498 50.5212595, 4.9089769 50.5214967, 4.9091202 50.5217324, 4.9092682 50.5219416, 4.9094105 50.5221224, 4.9100458 50.5229743, 4.9108935 50.5240618, 4.910953 50.5241389)",,,,
10249,666743696,False,,,,track,,482.09,,,"LINESTRING (4.9084852 50.5200764, 4.9083926 50.520151, 4.9083598 50.5202562, 4.9083771 50.5203614, 4.9084357 50.5206167, 4.9085063 50.5209915, 4.9085839 50.5212194, 4.9087235 50.521546, 4.9089079 50.5219207, 4.9090372 50.5221618, 4.9090475 50.5222254, 4.9089941 50.5222714, 4.9088235 50.5222747, 4.9084046 50.5222659, 4.9078307 50.5222418, 4.9060037 50.5221531, 4.9059037 50.522118, 4.9058451 50.5220544)",,,,
10250,666743687,False,,,,track,,293.288,,,"LINESTRING (4.9084228 50.5198202, 4.9085443 50.5198255, 4.9086408 50.5198923, 4.9086683 50.5199723, 4.9087269 50.5201082, 4.9088614 50.5205685, 4.9089734 50.5209213, 4.9090458 50.5210572, 4.9093043 50.5214145, 4.9097059 50.5219536, 4.9097973 50.5221202, 4.9098249 50.5222276)",,,,
10251,774697585,False,,N924,Route de Wasseiges,secondary,50,243.875,,,"LINESTRING (4.9084228 50.5198202, 4.9084098 50.5197786, 4.9080643 50.5186721, 4.907968 50.5184179, 4.9078931 50.5182201, 4.9078846 50.5181977, 4.9078313 50.5178449, 4.9078042 50.5176654)",,,,
10252,"[774697585, 32475166]",False,,N924,Route de Wasseiges,secondary,"['50', '90']",28.827,,,"LINESTRING (4.9084228 50.5198202, 4.9084466 50.5199181, 4.9084852 50.5200764)",,,,
10253,169691545,False,,,,service,,37.826,,,"LINESTRING (4.8882669 50.5205862, 4.8882025 50.5209239)",,,,
10254,169691541,False,,,,service,,43.612,,,"LINESTRING (4.8888141 50.5209751, 4.8882025 50.5209239)",,,,
10255,60779836,False,,,,service,,57.549,,,"LINESTRING (4.8873716 50.5210566, 4.8874569 50.5205419)",,,,
10256,60779836,False,,,,service,,79.932,,,"LINESTRING (4.8873716 50.5210566, 4.8873551 50.5211404, 4.8867447 50.5210794, 4.8866126 50.5210714, 4.8863654 50.521073)",,,,
10257,169691545,False,,,,service,,77.85,,,"LINESTRING (4.8873716 50.5210566, 4.8881623 50.5211161, 4.8882025 50.5209239)",,,,
10258,60779836,False,,,,service,,57.549,,,"LINESTRING (4.8874569 50.5205419, 4.8873716 50.5210566)",,,,
10259,169691541,False,,,,service,,43.612,,,"LINESTRING (4.8882025 50.5209239, 4.8888141 50.5209751)",,,,
10260,169691545,False,,,,service,,37.826,,,"LINESTRING (4.8882025 50.5209239, 4.8882669 50.5205862)",,,,
10261,169691545,False,,,,service,,77.85,,,"LINESTRING (4.8882025 50.5209239, 4.8881623 50.5211161, 4.8873716 50.5210566)",,,,
10262,44104586,True,,N92,Chaussée de Dinant,primary,,20.394,,,"LINESTRING (4.8804779 50.4123982, 4.8804761 50.4125816)",,,,
10263,222467782,False,,,Rue des Nacelles,unclassified,,9.046,,,"LINESTRING (4.8808846 50.4102308, 4.8807604 50.4102496)",,,,
10264,222467782,False,,,Rue des Nacelles,unclassified,,82.982,,,"LINESTRING (4.8808846 50.4102308, 4.8809492 50.4101984, 4.8809682 50.4101157, 4.8819238 50.4101557)",,,,
10265,139089686,False,,,Chemin des Collets,residential,50,67.05499999999999,,,"LINESTRING (4.8739699 50.402863, 4.8740987 50.4028698, 4.874619 50.402904, 4.8749008 50.402851)",,,,
10266,"[502943242, 445544173, 44105183]",False,2,N92,"['Pont de France', 'Avenue Baron Louis Huart']",primary,50,130.139,yes,,"LINESTRING (4.8686162 50.4615781, 4.8687469 50.4615971, 4.8689794 50.461607, 4.8692403 50.4616126, 4.8693665 50.4616244, 4.8694758 50.4616497, 4.8695588 50.4617006, 4.8695739 50.4617511, 4.869598 50.4618525, 4.8696324 50.4622398)",,,,
10267,984821723,True,,N92,Avenue Baron Louis Huart,primary,50,48.13300000000001,,,"LINESTRING (4.8686162 50.4615781, 4.8685272 50.4615808, 4.8684119 50.4615663, 4.8681852 50.461504, 4.8680605 50.4614741, 4.8679766 50.4614483)",,,,
10268,138963302,False,,,,path,,41.92,,,"LINESTRING (4.8589752 50.462077, 4.8590457 50.4620509, 4.8595511 50.4620044)",,,,
10269,1011201664,False,,N90,Chaussée de Charleroi,primary,50,9.141,,,"LINESTRING (4.8449818 50.4631127, 4.8448595 50.4631391)",,,,
10270,724759350,True,,,,primary,50,6.193999999999999,,roundabout,"LINESTRING (4.8449818 50.4631127, 4.8450005 50.4630985, 4.8450254 50.4630888, 4.8450539 50.4630847)",,,,
10271,169961692,True,1,,,tertiary,,42.973,,,"LINESTRING (4.9225311 50.4603059, 4.9223765 50.4604009, 4.9223153 50.4604482, 4.9222371 50.4605638, 4.9222231 50.4606257)",,,,
10272,"[358614730, 358614722, 358614724]",True,"['3', '2']",B901,,primary_link,,240.955,,,"LINESTRING (4.92118 50.4607303, 4.9201476 50.461015, 4.9199311 50.4610763, 4.9189162 50.4613634, 4.918587 50.4614715, 4.9183078 50.4615929, 4.9181355 50.4616828)",,,,
10273,169961691,True,1,,,tertiary,,24.932,,,"LINESTRING (4.9222231 50.4606257, 4.9223236 50.4608406)",,,,
10274,169961690,True,1,,,tertiary,,87.81,,,"LINESTRING (4.9223236 50.4608406, 4.9221637 50.4607954, 4.9220405 50.4607244, 4.9218934 50.4606703, 4.9216992 50.4606652, 4.9214145 50.4607264, 4.92118 50.4607303)",,,,
10275,209157494,True,1,,,tertiary,,45.937,,,"LINESTRING (4.9223236 50.4608406, 4.9221157 50.4607065, 4.921981 50.4604988)",,,,
10276,"[358614752, 358614747, 358614751]",False,3,,,tertiary,,106.071,,,"LINESTRING (4.9223236 50.4608406, 4.922483 50.4609023, 4.9226928 50.4609468, 4.9229151 50.4609471, 4.9230701 50.4609263, 4.9232921 50.4608654, 4.9234929 50.4607344, 4.9235869 50.4606361)",,,,
10277,171563798,False,,,,service,,49.482,,,"LINESTRING (4.9296265 50.460899, 4.9289508 50.461013)",,,,
10278,171563798,False,,,,service,,99.29900000000002,,,"LINESTRING (4.9296265 50.460899, 4.9297931 50.4608952, 4.9302385 50.4609202, 4.9306055 50.4609106, 4.9307057 50.4608813, 4.9307939 50.4608327, 4.9308979 50.4607279)",,,,
10279,171563802,False,,,,track,,309.575,,,"LINESTRING (4.9296265 50.460899, 4.9311822 50.4613845, 4.9308871 50.4619778, 4.9305545 50.4622852, 4.9310588 50.4626335, 4.9313914 50.4626267)",,,,
10280,1012210501,False,,,,service,,110.497,,,"LINESTRING (4.9296265 50.460899, 4.9294569 50.4606975, 4.9292749 50.4605716, 4.9290802 50.4605716, 4.9287318 50.4606275, 4.9283959 50.4607394)",,,,
10281,171563798,False,,,,service,,378.236,,,"LINESTRING (4.9308979 50.4607279, 4.9308707 50.4605525, 4.9307998 50.4604686, 4.9307047 50.4604001, 4.9304982 50.4603427, 4.9295675 50.4601815, 4.9284018 50.4599934, 4.9274577 50.4599319, 4.9265135 50.4597202, 4.9261574 50.4595661)",,,,
10282,171563798,False,,,,service,,99.299,,,"LINESTRING (4.9308979 50.4607279, 4.9307939 50.4608327, 4.9307057 50.4608813, 4.9306055 50.4609106, 4.9302385 50.4609202, 4.9297931 50.4608952, 4.9296265 50.460899)",,,,
10283,171563801,False,,,,track,,250.842,,,"LINESTRING (4.9308979 50.4607279, 4.9311446 50.4608031, 4.9315631 50.4608441, 4.9319493 50.4606733, 4.932593 50.4606665, 4.9330007 50.4606118, 4.9332046 50.4604752, 4.9336053 50.4605193, 4.9339127 50.4604547, 4.9342023 50.4604547)",,,,
10284,171563802,False,,,,track,,309.575,,,"LINESTRING (4.9313914 50.4626267, 4.9310588 50.4626335, 4.9305545 50.4622852, 4.9308871 50.4619778, 4.9311822 50.4613845, 4.9296265 50.460899)",,,,
10285,171563800,False,,,,service,,216.679,,,"LINESTRING (4.9263381 50.4604411, 4.9260536 50.4604645, 4.9258053 50.4605148, 4.9256788 50.4604937, 4.9254813 50.4604015, 4.9253894 50.4604015, 4.9251159 50.4604691, 4.9249541 50.4604445, 4.9245035 50.460202, 4.9242835 50.4600927, 4.9241816 50.4599664, 4.923944 50.4599285, 4.9237041 50.4598858)",,,,
10286,1012210500,False,,,,service,,39.315,,,"LINESTRING (4.9285443 50.4610087, 4.9284593 50.4613581)",,,,
10287,1012210501,False,,,,service,,20.964,,,"LINESTRING (4.9285443 50.4610087, 4.9283676 50.4608574)",,,,
10288,171563798,False,,,,service,,29.141,,,"LINESTRING (4.9285443 50.4610087, 4.9288516 50.4610297, 4.9289508 50.461013)",,,,
10289,117932909,False,,,,tertiary,,92.615,,,"LINESTRING (4.9237041 50.4598858, 4.923541 50.4599914, 4.9234369 50.4601172, 4.9234369 50.4602392, 4.9235513 50.460384, 4.9236064 50.4604849, 4.9235869 50.4606361)",,,,
10290,117932909,False,,,,tertiary,,178.431,,,"LINESTRING (4.9237041 50.4598858, 4.9238982 50.4598095, 4.9242713 50.4597517, 4.9261574 50.4595661)",,,,
10291,171563800,False,,,,service,,216.6789999999999,,,"LINESTRING (4.9237041 50.4598858, 4.923944 50.4599285, 4.9241816 50.4599664, 4.9242835 50.4600927, 4.9245035 50.460202, 4.9249541 50.4604445, 4.9251159 50.4604691, 4.9253894 50.4604015, 4.9254813 50.4604015, 4.9256788 50.4604937, 4.9258053 50.4605148, 4.9260536 50.4604645, 4.9263381 50.4604411)",,,,
10292,171563801,False,,,,track,,84.327,,,"LINESTRING (4.9361731 50.4597856, 4.9356589 50.4601934, 4.9355625 50.4604207)",,,,
10293,1012210548,False,,,,path,,35.279,,,"LINESTRING (4.9342023 50.4604547, 4.9345516 50.460681)",,,,
10294,171563801,False,,,,track,,250.842,,,"LINESTRING (4.9342023 50.4604547, 4.9339127 50.4604547, 4.9336053 50.4605193, 4.9332046 50.4604752, 4.9330007 50.4606118, 4.932593 50.4606665, 4.9319493 50.4606733, 4.9315631 50.4608441, 4.9311446 50.4608031, 4.9308979 50.4607279)",,,,
10295,171563801,False,,,,track,,99.24,,,"LINESTRING (4.9342023 50.4604547, 4.9345564 50.4603591, 4.9348032 50.4603761, 4.9351181 50.4604262, 4.9355625 50.4604207)",,,,
10296,171563801,False,,,,track,,99.24000000000001,,,"LINESTRING (4.9355625 50.4604207, 4.9351181 50.4604262, 4.9348032 50.4603761, 4.9345564 50.4603591, 4.9342023 50.4604547)",,,,
10297,171563801,False,,,,track,,84.327,,,"LINESTRING (4.9355625 50.4604207, 4.9356589 50.4601934, 4.9361731 50.4597856)",,,,
10298,1012210483,False,,,,path,,84.78099999999999,,,"LINESTRING (4.9355625 50.4604207, 4.9358212 50.4605495, 4.9361107 50.4608004, 4.9361509 50.4610411)",,,,
10299,1012210550,False,,,,path,,77.21,,,"LINESTRING (4.9355625 50.4604207, 4.9348723 50.4605908, 4.9345516 50.460681)",,,,
10300,172922194,False,,,,service,,23.998,,,"LINESTRING (4.8919254 50.4532314, 4.8916897 50.4533865)",,,,
10301,104022094,False,,,Rue des Pruniers,residential,,175.38,,,"LINESTRING (4.8813266 50.4051836, 4.8813336 50.4054025, 4.8813449 50.4059466, 4.881299 50.4067602)",,,,
10302,104022094,False,,,Rue des Pruniers,residential,,81.699,,,"LINESTRING (4.8813266 50.4051836, 4.8813167 50.404872, 4.8812037 50.4044551)",,,,
10303,173172582,False,,,Accès RCNSM,service,10,57.09099999999999,,,"LINESTRING (4.8813266 50.4051836, 4.8814365 50.4051394, 4.8819074 50.4051249, 4.8820185 50.4051878, 4.8820179 50.4052232)",,parking_aisle,,3
10304,173172582,False,,,Accès RCNSM,service,10,31.459,,,"LINESTRING (4.8820128 50.4055061, 4.8820179 50.4052232)",,parking_aisle,,3
10305,173285185,False,,,,service,,53.539,,,"LINESTRING (4.8921158 50.4861238, 4.8926549 50.4864617)",,parking_aisle,,
10306,521570975,True,,,,service,,35.395,,,"LINESTRING (4.893962 50.4866808, 4.8938074 50.486649, 4.8935973 50.486637, 4.893534 50.4866396, 4.8934707 50.4866422)",,parking_aisle,,
10307,916018336,True,,,,service,,29.116,,,"LINESTRING (4.893962 50.4866808, 4.8939167 50.4866396, 4.8938581 50.4865837, 4.8938184 50.4865318, 4.8937793 50.4864488)",,parking_aisle,,
10308,173285185,False,,,,service,,18.029,,,"LINESTRING (4.8929902 50.4866785, 4.8927971 50.4865727)",,parking_aisle,,
10309,521570976,False,,,,service,,40.564,,,"LINESTRING (4.8929902 50.4866785, 4.8925664 50.4869242)",,parking_aisle,,
10310,521570976,False,,,,service,,69.341,,,"LINESTRING (4.8929902 50.4866785, 4.8931055 50.4867706, 4.8930921 50.4868133, 4.8927327 50.4870283, 4.8925664 50.4869242)",,parking_aisle,,
10311,916018333,False,,,,service,,34.28,,,"LINESTRING (4.8929902 50.4866785, 4.8931781 50.4866564, 4.8933562 50.4866477, 4.8934707 50.4866422)",,parking_aisle,,
10312,916018333,False,,,,service,,34.28,,,"LINESTRING (4.8934707 50.4866422, 4.8933562 50.4866477, 4.8931781 50.4866564, 4.8929902 50.4866785)",,parking_aisle,,
10313,916018335,True,,,,service,,49.98399999999999,,,"LINESTRING (4.8934707 50.4866422, 4.8935245 50.4866227, 4.8935466 50.4865862, 4.8935318 50.486551, 4.8935188 50.4865164, 4.8935042 50.4864714, 4.8935008 50.4864278, 4.8935267 50.4863777, 4.8935615 50.4863534, 4.8936009 50.4863355, 4.893657 50.4863327, 4.8937467 50.4863361)",,parking_aisle,,
10314,173285185,False,,,,service,,53.539,,,"LINESTRING (4.8926549 50.4864617, 4.8921158 50.4861238)",,parking_aisle,,
10315,173285188,False,,,,service,,15.923,,,"LINESTRING (4.8926549 50.4864617, 4.8927971 50.4865727)",,parking_aisle,,
10316,173285185,False,,,,service,,55.331,,,"LINESTRING (4.8926549 50.4864617, 4.8922472 50.4867024, 4.8924001 50.4868082)",,parking_aisle,,
10317,896424535,False,,,Rue Hébar,tertiary,90,15.591,,,"LINESTRING (4.8943439 50.4870663, 4.8945239 50.4869854)",,,,
10318,521570975,True,,,,service,,52.292,,,"LINESTRING (4.8943439 50.4870663, 4.8943384 50.4869939, 4.894238 50.4868684, 4.893962 50.4866808)",,parking_aisle,,
10319,896424535,False,,,Rue Hébar,tertiary,90,55.423,,,"LINESTRING (4.8943439 50.4870663, 4.8942338 50.4871186, 4.8940079 50.487226, 4.8937362 50.4873801)",,,,
10320,173285185,False,,,,service,,38.401,,,"LINESTRING (4.8924001 50.4868082, 4.8927971 50.4865727)",,parking_aisle,,
10321,173285187,False,,,,service,,17.459,,,"LINESTRING (4.8924001 50.4868082, 4.8925664 50.4869242)",,parking_aisle,,
10322,173285185,False,,,,service,,55.331,,,"LINESTRING (4.8924001 50.4868082, 4.8922472 50.4867024, 4.8926549 50.4864617)",,parking_aisle,,
10323,173285187,False,,,,service,,17.459,,,"LINESTRING (4.8925664 50.4869242, 4.8924001 50.4868082)",,parking_aisle,,
10324,521570976,False,,,,service,,40.564,,,"LINESTRING (4.8925664 50.4869242, 4.8929902 50.4866785)",,parking_aisle,,
10325,521570976,False,,,,service,,69.34100000000001,,,"LINESTRING (4.8925664 50.4869242, 4.8927327 50.4870283, 4.8930921 50.4868133, 4.8931055 50.4867706, 4.8929902 50.4866785)",,parking_aisle,,
10326,173285185,False,,,,service,,18.029,,,"LINESTRING (4.8927971 50.4865727, 4.8929902 50.4866785)",,parking_aisle,,
10327,173285185,False,,,,service,,38.401,,,"LINESTRING (4.8927971 50.4865727, 4.8924001 50.4868082)",,parking_aisle,,
10328,173285188,False,,,,service,,15.923,,,"LINESTRING (4.8927971 50.4865727, 4.8926549 50.4864617)",,parking_aisle,,
10329,30925433,False,,,Rue du Fort de Cognelée,unclassified,,12.675,,,"LINESTRING (4.8986349 50.5121687, 4.8987945 50.5121168)",,,,
10330,"[30925434, 31288927]",False,,,Rue Bois des Maires,unclassified,,850.9559999999999,,,"LINESTRING (4.8986349 50.5121687, 4.8941102 50.5099084, 4.8888234 50.5077529)",destination,,,
10331,370638326,False,,,Rue du Fort de Cognelée,unclassified,,498.543,,,"LINESTRING (4.8986349 50.5121687, 4.8984888 50.5122407, 4.8936662 50.5153483)",,,,
10332,93522857,False,,,Rue des Ursulines,residential,30,12.302,,,"LINESTRING (4.8615096 50.4681425, 4.8614438 50.4682449)",,,,
10333,93522857,False,,,Rue des Ursulines,residential,30,46.855,,,"LINESTRING (4.8615096 50.4681425, 4.861458 50.4680721, 4.8611898 50.4677738)",,,,
10334,584695178,True,,,,service,,69.392,,,"LINESTRING (4.8615096 50.4681425, 4.8616079 50.4681474, 4.8620619 50.4681702, 4.8623085 50.4681865, 4.8623521 50.4681986, 4.8623786 50.4682348, 4.8623867 50.4682779)",,,,
10335,93522857,False,,,Rue des Ursulines,residential,30,12.302,,,"LINESTRING (4.8614438 50.4682449, 4.8615096 50.4681425)",,,,
10336,852050057,True,,N90,Boulevard Ernest Mélot,service,50,59.696,,,"LINESTRING (4.8614438 50.4682449, 4.8615946 50.4682517, 4.862286 50.4682738)",no,,,
10337,176003788,False,,,Avenue Baron de Lhoneux,residential,,145.826,,,"LINESTRING (4.8626314 50.4407884, 4.8627053 50.440517, 4.8628257 50.4402837, 4.863367 50.4401688, 4.8637984 50.4402715, 4.8639877 50.4403293)",,,,
10338,98014293,False,,,Avenue Parc d'Amée,residential,,25.45,,,"LINESTRING (4.8655967 50.4399742, 4.8654106 50.44017)",,,,
10339,176003787,False,,,,service,,27.811,,,"LINESTRING (4.8655967 50.4399742, 4.8652387 50.4398714)",,,,
10340,98014293,False,,,Avenue Parc d'Amée,residential,,162.558,,,"LINESTRING (4.8655967 50.4399742, 4.8657141 50.4397793, 4.8657908 50.4393262, 4.8656862 50.4388952, 4.8656153 50.4385367)",,,,
10341,176003783,False,,,Chemin des Pêcheurs,residential,,33.487,,,"LINESTRING (4.8640172 50.4415893, 4.8635676 50.4416826)",,,,
10342,176003787,False,,,,service,,27.811,,,"LINESTRING (4.8652387 50.4398714, 4.8655967 50.4399742)",,,,
