,osmid,oneway,lanes,ref,name,highway,maxspeed,length,bridge,junction,geometry,access,service,tunnel,width
10091,914012752,False,,,,path,,236.488,,,"LINESTRING (4.9373815 50.4768962, 4.9374116 50.4769131, 4.9396945 50.4784312)",no,,,
10092,"[1005991464, 158420600]",False,,,Promenade de la Douceur Mosane,service,30,110.232,,,"LINESTRING (4.9373815 50.4768962, 4.9370402 50.4770966, 4.9369065 50.4771873, 4.9367666 50.47731, 4.9365441 50.4774987, 4.9364796 50.4775592, 4.9364079 50.4776602)",,,,
10093,231862650,False,,,,service,,47.188,,,"LINESTRING (4.9364079 50.4776602, 4.9368894 50.4773666)",permissive,driveway,,
10094,"[158420600, 1005991464]",False,,,Promenade de la Douceur Mosane,service,30,110.232,,,"LINESTRING (4.9364079 50.4776602, 4.9364796 50.4775592, 4.9365441 50.4774987, 4.9367666 50.47731, 4.9369065 50.4771873, 4.9370402 50.4770966, 4.9373815 50.4768962)",,,,
10095,219178675,False,,,Promenade de la Douceur Mosane,service,,65.193,,,"LINESTRING (4.9364079 50.4776602, 4.9366137 50.4776087, 4.9370589 50.4773561, 4.9371294 50.4774045)",,,,
10096,219362530,False,,,Bassin Garage,service,,45.117,,,"LINESTRING (4.9364079 50.4776602, 4.9361503 50.4777972, 4.9359371 50.4779332)",permissive,driveway,,
10097,"[36769097, 36769098]",False,2,N959,Avenue Reine Elisabeth,secondary,50,232.571,yes,,"LINESTRING (4.9414319 50.4802658, 4.9409638 50.4799303, 4.9406862 50.4797667, 4.9403809 50.4796296, 4.9400688 50.4795128, 4.9387958 50.479048)",yes,,,
10098,"[37871923, 524650730, 1005991467, 805009964]",False,,,Sentier vicinal 42,"['track', 'path']",,1338.024,,,"LINESTRING (4.9414319 50.4802658, 4.9412225 50.480241, 4.9410465 50.4801671, 4.9407453 50.4800683, 4.9402447 50.4799269, 4.9399558 50.4798249, 4.9393735 50.4796464, 4.9380729 50.4791678, 4.9377882 50.4791241, 4.9377544 50.4791369, 4.9376268 50.4791849, 4.9375835 50.4792409, 4.9375347 50.4793041, 4.9375078 50.4794216, 4.9375013 50.4795583, 4.9375761 50.4797588, 4.9375926 50.479803, 4.9377423 50.4802572, 4.9377453 50.4804745, 4.9377475 50.4804861, 4.9377681 50.4805955, 4.9380749 50.4810841, 4.9383861 50.4816899, 4.9387816 50.4822622, 4.9397756 50.4833184, 4.9404235 50.4838657, 4.9413146 50.484267, 4.9421901 50.4844669, 4.9450987 50.4849219, 4.9465957 50.4851326)",,,,
10099,"[909790469, 23401503]",False,,N959,"['Avenue Reine Elisabeth', 'Rue Roi Chevalier']",secondary,,576.666,,,"LINESTRING (4.9414319 50.4802658, 4.9416257 50.4803628, 4.9419809 50.4804934, 4.9423269 50.4805729, 4.9427686 50.4806435, 4.9441295 50.4809262, 4.9448738 50.4810572, 4.9460711 50.4812701, 4.9472644 50.4814783, 4.9491779 50.4818155)",,,,
10100,158551919,False,,,,track,,264.283,,,"LINESTRING (4.9637714 50.4162925, 4.9636022 50.4161506, 4.9633704 50.4159549, 4.9632124 50.4157816, 4.9631401 50.4155894, 4.9630879 50.4155358, 4.9629967 50.4154648, 4.9628562 50.415402, 4.9626534 50.4153282, 4.9624998 50.4152691, 4.9623738 50.4152202, 4.9622826 50.4151638, 4.9621116 50.4149857, 4.9619508 50.4148076, 4.9617973 50.4146109, 4.9617154 50.4144843, 4.9616987 50.4144029)",,,,
10101,158551948,False,,,,track,,519.406,,,"LINESTRING (4.9637714 50.4162925, 4.9646951 50.416852, 4.9668055 50.417911, 4.9676679 50.4183006, 4.9691467 50.4187015, 4.9698313 50.4188112)",,,,
10102,621815318,False,,,,track,,477.643,,,"LINESTRING (4.9637714 50.4162925, 4.9637772 50.4163414, 4.9637526 50.4164023, 4.9636512 50.4165463, 4.963402 50.4169737, 4.963066 50.4175192, 4.9629153 50.4177564, 4.9627821 50.4179465, 4.9626867 50.4180472, 4.9625923 50.4181302, 4.962433 50.4182326, 4.962194 50.4183416, 4.9618999 50.4184782, 4.9617319 50.4185824, 4.9615392 50.4187486, 4.9613654 50.4188778, 4.9611162 50.419043, 4.9609482 50.419151, 4.9608743 50.4191851, 4.9607382 50.4192221, 4.9602688 50.4193421, 4.9600356 50.4194187, 4.9597833 50.4195143)",,,,
10103,219740607,False,,,,track,,246.836,,,"LINESTRING (4.9717203 50.4187371, 4.9719154 50.4188478, 4.9743259 50.4198866, 4.9745205 50.4199721, 4.9745464 50.4200178)",,,,
10104,621815327,False,,,Rue de Maillenne,unclassified,,134.347,,,"LINESTRING (4.9717203 50.4187371, 4.971508 50.4187218, 4.9698313 50.4188112)",,,,
10105,158551937,False,,,Rue de Maillenne,unclassified,,663.779,,,"LINESTRING (4.9698313 50.4188112, 4.9695735 50.4189426, 4.9691499 50.419215, 4.9685523 50.4196008, 4.9656779 50.420569, 4.9613456 50.4206658)",,,,
10106,158551948,False,,,,track,,519.406,,,"LINESTRING (4.9698313 50.4188112, 4.9691467 50.4187015, 4.9676679 50.4183006, 4.9668055 50.417911, 4.9646951 50.416852, 4.9637714 50.4162925)",,,,
10107,621815327,False,,,Rue de Maillenne,unclassified,,134.347,,,"LINESTRING (4.9698313 50.4188112, 4.971508 50.4187218, 4.9717203 50.4187371)",,,,
10108,98014289,False,,,Rue de Limoy,residential,,69.725,,,"LINESTRING (4.9620893 50.4567719, 4.9616707 50.4573395)",,,,
10109,98014289,False,,,Rue de Limoy,residential,,389.821,,,"LINESTRING (4.9620893 50.4567719, 4.9616949 50.45592, 4.9613918 50.4550668, 4.9608684 50.4533561)",,,,
10110,245580711,False,,,Rue de Belair,residential,,33.601,,,"LINESTRING (4.9552228 50.4595587, 4.9550966 50.45985)",,,,
10111,27956647,False,,,Rue Louis Albert,unclassified,30,30.371,,,"LINESTRING (4.8951674 50.4910721, 4.8954436 50.490863)",permissive,,,
10112,160958736,False,,,,service,,11.814,,,"LINESTRING (4.8951674 50.4910721, 4.8953098 50.4911276)",,parking_aisle,,
10113,27956647,False,,,Rue Louis Albert,unclassified,30,115.147,,,"LINESTRING (4.8951674 50.4910721, 4.8945606 50.4916962, 4.8941103 50.4917908)",permissive,,,
10114,160958740,False,,,,service,,12.616,,,"LINESTRING (4.8958249 50.4907482, 4.8956708 50.4906911)",,parking_aisle,,
10115,160958738,True,,,,service,,158.036,,,"LINESTRING (4.8958249 50.4907482, 4.8962428 50.4904367, 4.8965846 50.4906281, 4.8961689 50.4909553, 4.8958249 50.4907482)",,parking_aisle,,
10116,27956647,False,,,Rue Louis Albert,unclassified,30,6.568,,,"LINESTRING (4.8956708 50.4906911, 4.8957315 50.4906464)",permissive,,,
10117,27956647,False,,,Rue Louis Albert,unclassified,30,9.272,,,"LINESTRING (4.8956708 50.4906911, 4.8955864 50.4907549)",permissive,,,
10118,160958740,False,,,,service,,12.616,,,"LINESTRING (4.8956708 50.4906911, 4.8958249 50.4907482)",,parking_aisle,,
10119,160958736,False,,,,service,,11.814,,,"LINESTRING (4.8953098 50.4911276, 4.8951674 50.4910721)",,parking_aisle,,
10120,160958741,True,,,,service,,55.746,,,"LINESTRING (4.8953098 50.4911276, 4.8958249 50.4907482)",,parking_aisle,,
10121,161583704,False,,N959,,secondary,,81.521,,,"LINESTRING (4.9017382 50.4670204, 4.9012488 50.4672025, 4.9007809 50.4674259)",,,,
10122,"[298271648, 176640036, 298271647]",False,2,N959,Rue de Namur,secondary,50,402.4960000000001,,,"LINESTRING (4.9017382 50.4670204, 4.9022325 50.4668454, 4.9031558 50.4665525, 4.9037671 50.4664001, 4.9043004 50.4662875, 4.9046183 50.4662302, 4.9050264 50.4661622, 4.9056915 50.466077, 4.9059694 50.4660471, 4.906706 50.4659706, 4.9069427 50.4659487, 4.9071151 50.4659396)",yes,,,
10123,"[540484400, 28218759]",True,,N905,Avenue des Champs Élysées,secondary,,47.621,yes,,"LINESTRING (4.8994825 50.4672623, 4.8995148 50.4674617, 4.8995083 50.4675295, 4.8994967 50.4676102, 4.8994792 50.4676693, 4.8994724 50.4676875)",,,,
10124,284991003,True,,N959,,secondary,,26.77,yes,,"LINESTRING (4.8994825 50.4672623, 4.8995341 50.4673301, 4.8996149 50.4674185, 4.899684 50.4674638)",,,,
10125,"[758505336, 8425333]",True,,,Route de Hannut,primary,,238.454,,,"LINESTRING (4.8993394 50.4678945, 4.8992065 50.4680335, 4.8990524 50.4681132, 4.8988743 50.4681944, 4.8987166 50.4682931, 4.8985601 50.4684398, 4.8984098 50.4686337, 4.8979804 50.4689502, 4.8978846 50.4690638, 4.8978875 50.4690911, 4.8978885 50.4691771, 4.8979244 50.4692326, 4.8979968 50.46929, 4.8981685 50.4694215, 4.8983928 50.4695843)",,,,
10126,161510860,True,,N905,Avenue des Champs Élysées,secondary,50,240.985,,,"LINESTRING (4.8993394 50.4678945, 4.8990572 50.4680351, 4.8987781 50.4681408, 4.8982551 50.4682917, 4.8970793 50.4686066, 4.8962505 50.4687789)",,,,
10127,758505337,True,,N905,,secondary,,36.284,,,"LINESTRING (4.8987352 50.4680058, 4.898908 50.4679804, 4.8990402 50.4679459, 4.8992075 50.4678854)",,,,
10128,161480547,True,,,,primary_link,,98.97899999999998,,,"LINESTRING (4.8975672 50.4681979, 4.8974864 50.4681506, 4.8973831 50.4681115, 4.8973056 50.4680992, 4.8971602 50.4681157, 4.8966467 50.4682534, 4.8965886 50.4682822, 4.896553 50.4683377, 4.8965563 50.4683932, 4.8965974 50.4684708)",,,,
10129,298271656,True,,,,secondary,,24.578,,,"LINESTRING (4.8975672 50.4681979, 4.8975898 50.4680972, 4.8976288 50.4679805)",,,,
10130,298271637,True,,N905,,secondary,50,103.264,,,"LINESTRING (4.8972617 50.4684979, 4.8986071 50.4681386)",,,,
10131,161480554,True,,,,secondary,,42.133,,,"LINESTRING (4.8972617 50.4684979, 4.8974385 50.4684122, 4.897522 50.4683521, 4.8975446 50.4683007, 4.8975607 50.468239, 4.8975672 50.4681979)",,,,
10132,"[298271641, 28100631]",True,2,N80,Route de Hannut,primary,70,76.115,yes,,"LINESTRING (4.8965974 50.4684708, 4.896706 50.468531, 4.8971763 50.4687954, 4.8973979 50.4689278)",,,,
10133,161480553,True,,,,tertiary,,45.922,,,"LINESTRING (4.8952321 50.4687935, 4.8954621 50.4687432, 4.8955475 50.4687245, 4.8958303 50.4686357)",,,,
10134,161480549,True,,,,secondary,,11.489,,,"LINESTRING (4.8964071 50.4688061, 4.8962505 50.4687789)",,,,
10135,161480543,True,,,,primary_link,,49.214,,,"LINESTRING (4.8964071 50.4688061, 4.8963427 50.4688205, 4.8962039 50.4688428, 4.8957226 50.4688749)",,,,
10136,298271654,True,,,,primary_link,,23.285,,,"LINESTRING (4.8957226 50.4688749, 4.8953981 50.4689094)",,,,
10137,161480553,True,,,,tertiary,,34.045,,,"LINESTRING (4.894779 50.4688963, 4.8952321 50.4687935)",,,,
10138,161480553,True,,,,tertiary,,7.791,,,"LINESTRING (4.8946753 50.4689198, 4.894779 50.4688963)",,,,
10139,161480545,False,,,Rue du Wisconsin,residential,,100.2,,,"LINESTRING (4.8946753 50.4689198, 4.8946608 50.4688573, 4.8943757 50.46873, 4.8941831 50.4685948, 4.8938903 50.4682031)",,,,
10140,161480543,True,,,,primary_link,,215.365,,,"LINESTRING (4.8973979 50.4689278, 4.8975839 50.4689422, 4.897683 50.468944, 4.897773 50.4689297, 4.8978653 50.4688942, 4.8980292 50.468804, 4.8981241 50.4687155, 4.8981908 50.4686401, 4.8981611 50.4685505, 4.8980637 50.4684939, 4.8979603 50.4684665, 4.8978418 50.4684741, 4.8976202 50.468541, 4.8973462 50.468606, 4.8964071 50.4688061)",,,,
10141,298271639,True,2,N80,Route de Hannut,primary,70,155.679,,,"LINESTRING (4.8973979 50.4689278, 4.8977752 50.4692066, 4.8988546 50.4699768)",,,,
10142,231862649,True,,N905,,secondary,,70.37299999999999,yes,,"LINESTRING (4.8994022 50.4676087, 4.8994116 50.4675395, 4.8994179 50.4674549, 4.8993363 50.466979)",,,,
10143,161510869,True,,,,secondary,,10.073,,,"LINESTRING (4.8994724 50.4676875, 4.8994022 50.4676087)",,,,
10144,540484400,True,,N905,Avenue des Champs Élysées,secondary,,24.868,,,"LINESTRING (4.8994724 50.4676875, 4.8993394 50.4678945)",,,,
10145,31725677,False,,,Rue Bertrand Janquin,residential,,40.177,,,"LINESTRING (4.890039 50.4545617, 4.8904604 50.4548037)",,,,
10146,31725677,False,,,Rue Bertrand Janquin,residential,,100.527,,,"LINESTRING (4.890039 50.4545617, 4.8895061 50.4542436, 4.8889923 50.4539509)",,,,
10147,161539983,False,,,,path,,88.83600000000001,,,"LINESTRING (4.890039 50.4545617, 4.8899565 50.4546175, 4.8896974 50.4547925, 4.8895157 50.4548436, 4.889254 50.4549989, 4.8891075 50.4550859)",,,,1
10148,99367519,False,,,Rue des Frênes,residential,,5.746,,,"LINESTRING (4.889051 50.4550488, 4.8891075 50.4550859)",,,,
10149,99367519,False,,,Rue des Frênes,residential,,202.26,,,"LINESTRING (4.889051 50.4550488, 4.8880726 50.454406, 4.8870274 50.4537652)",,,,
10150,161539981,False,,,,path,,142.527,,,"LINESTRING (4.889051 50.4550488, 4.8885329 50.45537, 4.8894712 50.4559337)",,,,1
10151,99367519,False,,,Rue des Frênes,residential,,9.695,,,"LINESTRING (4.8891075 50.4550859, 4.8892246 50.4551311)",,,,
10152,99367519,False,,,Rue des Frênes,residential,,5.746,,,"LINESTRING (4.8891075 50.4550859, 4.889051 50.4550488)",,,,
10153,161539983,False,,,,path,,88.83600000000001,,,"LINESTRING (4.8891075 50.4550859, 4.889254 50.4549989, 4.8895157 50.4548436, 4.8896974 50.4547925, 4.8899565 50.4546175, 4.890039 50.4545617)",,,,1
10154,27868427,False,,,Rue de l'Aurore,residential,,6.354,,,"LINESTRING (4.8902721 50.4600437, 4.8903485 50.4600737)",,,,
10155,27868427,False,,,Rue de l'Aurore,residential,,199.991,,,"LINESTRING (4.8902721 50.4600437, 4.8895086 50.4594302, 4.8894531 50.4593417, 4.8893947 50.4592043, 4.8894302 50.4590942, 4.8894538 50.4590265, 4.8894819 50.4589456, 4.8894775 50.4587605, 4.8893931 50.4585146, 4.8893695 50.4584393)",,,,
10156,"[161539974, 161539975]",False,,,Rue des Narcisses,"['residential', 'path']",,217.971,,,"LINESTRING (4.8902721 50.4600437, 4.8899005 50.4606162, 4.8894275 50.4611233, 4.8887323 50.4617301)",,,,
10157,915002333,False,,,Chaussée de Liège,tertiary,50,78.1,,,"LINESTRING (4.8887323 50.4617301, 4.8895281 50.4622166)",,,,
10158,915002333,False,,,Chaussée de Liège,tertiary,50,98.244,,,"LINESTRING (4.8887323 50.4617301, 4.8877551 50.4611027)",,,,
10159,"[161539974, 161539975]",False,,,Rue des Narcisses,"['residential', 'path']",,217.971,,,"LINESTRING (4.8887323 50.4617301, 4.8894275 50.4611233, 4.8899005 50.4606162, 4.8902721 50.4600437)",,,,
10160,1030562416,False,,,,service,,6.413,,,"LINESTRING (4.8923016 50.4648191, 4.8922971 50.4647615)",,parking_aisle,,
10161,161539984,False,,,,service,,56.521,,,"LINESTRING (4.8923016 50.4648191, 4.8927738 50.4648056, 4.892831 50.4650098)",,parking_aisle,,
10162,161539984,False,,,,service,,60.74299999999999,,,"LINESTRING (4.8923016 50.4648191, 4.8922898 50.4648689, 4.8922602 50.464892, 4.8921726 50.4648908, 4.8916048 50.4648329, 4.8915383 50.4648199)",,parking_aisle,,
10163,161539982,True,,,,service,,114.134,,,"LINESTRING (4.892831 50.4650098, 4.8930263 50.4650031, 4.8930558 50.4653911, 4.8928644 50.4654005, 4.892831 50.4650098)",,parking_aisle,,
10164,161539984,False,,,,service,,56.521,,,"LINESTRING (4.892831 50.4650098, 4.8927738 50.4648056, 4.8923016 50.4648191)",,parking_aisle,,
10165,162008405,True,,,,secondary,,98.56000000000002,,,"LINESTRING (4.8970687 50.4689065, 4.8969466 50.4688806, 4.8965679 50.4688906, 4.8960245 50.4689256, 4.8958226 50.4689339, 4.8957226 50.4688749)",,,,
10166,"[298271640, 162008401, 162008404]",True,1,,Route de Hannut,primary_link,70,116.709,yes,,"LINESTRING (4.8970687 50.4689065, 4.8969737 50.4688538, 4.8968537 50.4687882, 4.896518 50.4686045, 4.896409 50.4685455, 4.8961813 50.4684544, 4.8960325 50.4684526, 4.8959424 50.4684938, 4.8958849 50.4685531, 4.8958303 50.4686357)",,,,
10167,"[162008400, 162008395, 28393293]",True,1,N80,"['Route de Hannut', 'Avenue Albert 1er']",primary,70,433.3440000000001,yes,,"LINESTRING (4.8989676 50.4702189, 4.8988165 50.4700799, 4.8972264 50.4689308, 4.8970407 50.4688168, 4.8965741 50.4685601, 4.8962921 50.4684076, 4.8959243 50.468258, 4.8957325 50.4681855, 4.895075 50.4679463, 4.8943559 50.4677384)",,,,
10168,162008402,True,1,,Route de Hannut,primary_link,70,198.476,,,"LINESTRING (4.8989676 50.4702189, 4.898772 50.4701023, 4.8985051 50.4699131, 4.8972464 50.4690181, 4.8970687 50.4689065)",,,,
10169,28416960,False,,,Rue de la Montagne,residential,50,13.672,,,"LINESTRING (4.8719164 50.4723911, 4.8721039 50.4723615)",destination,,,
10170,28416960,False,,,Rue de la Montagne,residential,50,118.988,,,"LINESTRING (4.8719164 50.4723911, 4.8717662 50.4724013, 4.8716104 50.4723957, 4.8714605 50.4723501, 4.8710742 50.4722296, 4.8705957 50.4720843, 4.8703701 50.4721494)",destination,,,
10171,604914133,True,,,,service,,98.742,,,"LINESTRING (4.8719164 50.4723911, 4.8719956 50.4725835, 4.8720281 50.4726625, 4.871937 50.4728558, 4.8720569 50.4730732, 4.8722516 50.4731971)",,,,
10172,604914136,False,,,Rue de la Montagne,residential,,36.448,,,"LINESTRING (4.8724698 50.4723869, 4.8728626 50.4725989)",destination,,,
10173,28416960,False,,,Rue de la Montagne,residential,50,81.77799999999999,,,"LINESTRING (4.8724698 50.4723869, 4.8726192 50.4722818, 4.8727699 50.4721075, 4.8730574 50.4717577)",destination,,,
10174,28416960,False,,,Rue de la Montagne,residential,50,26.094,,,"LINESTRING (4.8724698 50.4723869, 4.8722866 50.4723672, 4.8721039 50.4723615)",destination,,,
10175,150961066,False,,,Rue Léanne,residential,50,49.508,,,"LINESTRING (4.8708532 50.4715813, 4.8714929 50.4717615)",destination,,,
10176,150961066,False,,,Rue Léanne,residential,50,54.083,,,"LINESTRING (4.8708532 50.4715813, 4.8711845 50.471143)",destination,,,
10177,"[508186433, 1011025308]",False,,,,"['residential', 'service']",,57.452,,,"LINESTRING (4.8708532 50.4715813, 4.8706555 50.4718972, 4.8709112 50.4719659)",destination,driveway,,
10178,28416960,False,,,Rue de la Montagne,residential,50,13.672,,,"LINESTRING (4.8721039 50.4723615, 4.8719164 50.4723911)",destination,,,
10179,28416960,False,,,Rue de la Montagne,residential,50,26.094,,,"LINESTRING (4.8721039 50.4723615, 4.8722866 50.4723672, 4.8724698 50.4723869)",destination,,,
10180,150961066,False,,,Rue Léanne,residential,50,69.985,,,"LINESTRING (4.8721039 50.4723615, 4.8723944 50.4722588, 4.8723936 50.4720428, 4.8721084 50.4719544)",destination,,,
10181,162078530,False,,,Rue Léanne,residential,30,59.873,,,"LINESTRING (4.8717445 50.4707394, 4.8711845 50.471143)",destination,,,
10182,28416960,False,,,Rue de la Montagne,residential,50,81.778,,,"LINESTRING (4.8730574 50.4717577, 4.8727699 50.4721075, 4.8726192 50.4722818, 4.8724698 50.4723869)",destination,,,
10183,"[162613157, 139404142]",True,,N90,Chaussée de Charleroi,primary,,84.459,,,"LINESTRING (4.8084167 50.4508849, 4.8081638 50.450823, 4.8072509 50.450741)",,,,
10184,162613150,True,,N90,,primary,,17.031,,roundabout,"LINESTRING (4.8084167 50.4508849, 4.808467 50.4508142, 4.8085517 50.4507613)",,,,
10185,139404152,False,,,Rue de Bauce,residential,,57.771,,,"LINESTRING (4.8079876 50.45121, 4.8071929 50.4513278)",,,,
10186,139404131,True,,,Rue de Bauce,residential,,38.815,,,"LINESTRING (4.8079876 50.45121, 4.8082201 50.4511621, 4.8084593 50.4510428)",,,,
10187,101587279,False,,,Rue des Tautîs,residential,,35.811,,,"LINESTRING (4.8246871 50.4712687, 4.8247108 50.4715904)",,,,
10188,101587279,False,,,Rue des Tautîs,residential,,35.811,,,"LINESTRING (4.8247108 50.4715904, 4.8246871 50.4712687)",,,,
10189,163224411,False,,,,service,,4.017,,,"LINESTRING (4.8247108 50.4715904, 4.824713 50.4716265)",,parking_aisle,,
10190,101587279,False,,,Rue des Tautîs,residential,,35.968,,,"LINESTRING (4.8247108 50.4715904, 4.8248503 50.4715981, 4.8252184 50.4715925)",,,,
10191,163224411,False,,,,service,,4.017,,,"LINESTRING (4.824713 50.4716265, 4.8247108 50.4715904)",,parking_aisle,,
10192,163224406,False,,,Rue des Tautîs,residential,,67.14500000000001,,,"LINESTRING (4.8249568 50.4720203, 4.825258 50.4720031, 4.8252184 50.4715925)",,,,
10193,107889281,False,,,Rue Henri Blès,residential,50,75.583,,,"LINESTRING (4.8361451 50.4627829, 4.8360699 50.4626926, 4.8355989 50.462199)",,,,
10194,107889281,False,,,Rue Henri Blès,residential,50,131.986,,,"LINESTRING (4.8361451 50.4627829, 4.8368753 50.4635385, 4.8370954 50.4638036)",,,,
10195,1028660166,False,,,,service,,77.82,,,"LINESTRING (4.8361451 50.4627829, 4.8358775 50.4628934, 4.8352227 50.4631637)",yes,,,
10196,163500729,False,,,,service,,78.25,,,"LINESTRING (4.8338099 50.4637507, 4.8334371 50.4630882)",,,,
10197,163500729,False,,,,service,,10.044,,,"LINESTRING (4.8338099 50.4637507, 4.8339287 50.4637013)",,,,
10198,163500730,False,,,,path,,16.399,,,"LINESTRING (4.8338099 50.4637507, 4.8336885 50.4637582, 4.8335793 50.463765)",,,,
10199,163500729,False,,,,service,,78.25,,,"LINESTRING (4.8334371 50.4630882, 4.8338099 50.4637507)",,,,
10200,163500730,False,,,,path,,16.399,,,"LINESTRING (4.8335793 50.463765, 4.8336885 50.4637582, 4.8338099 50.4637507)",,,,
10201,"[222488409, 791013025]",False,,,Quai de l'Abbaye,path,,433.119,,,"LINESTRING (4.8335793 50.463765, 4.8336811 50.4639288, 4.8338426 50.4641472, 4.8355745 50.4664891, 4.8359849 50.4669243, 4.8363265 50.4671724, 4.83638 50.4672113)",,,,
10202,"[222488409, 934597997]",False,,RAVeL,"[""Quai de l'Etoile"", ""Quai de l'Abbaye""]",path,,1388.75,,,"LINESTRING (4.8335793 50.463765, 4.8333045 50.4633231, 4.833049 50.462562, 4.8328205 50.4619846, 4.8326678 50.4614184, 4.8326709 50.4608966, 4.832775 50.4605303, 4.8329265 50.4601715, 4.8331726 50.459583, 4.8336199 50.4586194, 4.8345332 50.4566672, 4.8345756 50.4565765, 4.8346845 50.4561547, 4.8347581 50.4555256, 4.8347634 50.4547828, 4.8346046 50.4518297, 4.8345827 50.4515311)",,,,
10203,"[20660242, 94249547]",False,,,,cycleway,,180.774,,,"LINESTRING (4.8510218 50.4695566, 4.8509871 50.4693925, 4.8513 50.4692716, 4.8517509 50.4690414, 4.8522726 50.4686908, 4.852641 50.4683964)",,,,
10204,"[223064021, 223064022]",False,,RAVeL,Quai de l'Écluse,"['residential', 'service']",50,32.874,,,"LINESTRING (4.8510218 50.4695566, 4.8510998 50.4695376, 4.851432 50.4694189)",,,,
10205,445375771,False,,,,service,,67.912,,,"LINESTRING (4.8510218 50.4695566, 4.8507772 50.469525, 4.8506755 50.4695119, 4.8503593 50.4696173, 4.8501324 50.469683)",,parking_aisle,,
10206,757733671,False,,,,service,,65.756,,,"LINESTRING (4.8510218 50.4695566, 4.8504728 50.4696914, 4.8501324 50.469683)",,,,
10207,"[60779934, 55462127]",False,,,,"['track', 'unclassified']",,921.368,,,"LINESTRING (4.8822819 50.5138148, 4.8824139 50.5133007, 4.8827942 50.5123014, 4.8830273 50.5114662, 4.8832175 50.5107704, 4.8833312 50.5103088, 4.8834017 50.5098911, 4.8836536 50.5090983, 4.8839076 50.5084317, 4.8840508 50.5080557, 4.8842198 50.5076702, 4.8843067 50.5074106, 4.8843284 50.5072347, 4.8843375 50.5070679, 4.8843958 50.5069264, 4.8844429 50.5068776, 4.884478 50.5067014, 4.8845278 50.5065167, 4.8845313 50.5064472, 4.8845384 50.5063351, 4.8845796 50.5059584, 4.8845267 50.5056837)",,,,
10208,55462127,False,,,,unclassified,,374.468,,,"LINESTRING (4.8822819 50.5138148, 4.8822521 50.5141466, 4.8822098 50.5146552, 4.8818829 50.5155991, 4.881641 50.5162186, 4.8813598 50.5167416, 4.8811593 50.5170873)",,,,
10209,164754366,False,,,,track,,480.652,,,"LINESTRING (4.8822819 50.5138148, 4.881183 50.5136922, 4.8801544 50.5136444, 4.8790659 50.5135624, 4.8780145 50.5134805, 4.8771428 50.5135576, 4.87655 50.5135122, 4.8759615 50.5134578, 4.8755393 50.5134376)",,,,
10210,28750175,False,,,Chemin de Beauloye,track,,252.473,,,"LINESTRING (4.9151342 50.5138633, 4.9135466 50.5136807, 4.9123191 50.5135159, 4.9116457 50.5133882)",,,,
10211,91806690,False,,,Rue de Monin,residential,,58.115,,,"LINESTRING (4.8684098 50.417912, 4.8682824 50.4184283)",,,,
10212,166825473,False,,,Rue de Monin,residential,,57.559,,,"LINESTRING (4.8684098 50.417912, 4.8692206 50.4179444)",,,,
10213,91806690,False,,,Rue de Monin,residential,,25.563,,,"LINESTRING (4.8684098 50.417912, 4.8684386 50.417838, 4.8684856 50.4176873)",,,,
10214,139163594,False,,,Rue de Brimez,residential,,77.298,,,"LINESTRING (4.8696054 50.4187841, 4.8704737 50.4190228, 4.8706107 50.4190537)",,,,
10215,139163594,False,,,Rue de Brimez,residential,,101.746,,,"LINESTRING (4.8696054 50.4187841, 4.8689363 50.4186004, 4.8682824 50.4184283)",,,,
10216,166825474,False,,,Rue des Ravins,residential,,126.623,,,"LINESTRING (4.8696054 50.4187841, 4.8698027 50.418117, 4.8697758 50.4180435, 4.8697195 50.4179956, 4.8696149 50.4179683, 4.8694674 50.4179546, 4.8692206 50.4179444)",,,,
10217,166825473,False,,,Rue de Monin,residential,,57.559,,,"LINESTRING (4.8692206 50.4179444, 4.8684098 50.417912)",,,,
10218,166825473,False,,,Rue de Monin,residential,,59.407,,,"LINESTRING (4.8692206 50.4179444, 4.8684856 50.4176873)",,,,
10219,166825474,False,,,Rue des Ravins,residential,,126.623,,,"LINESTRING (4.8692206 50.4179444, 4.8694674 50.4179546, 4.8696149 50.4179683, 4.8697195 50.4179956, 4.8697758 50.4180435, 4.8698027 50.418117, 4.8696054 50.4187841)",,,,
10220,166827390,False,,,Rue du Barrage,unclassified,,29.967,,,"LINESTRING (4.8812389 50.3992565, 4.880831 50.3993274)",,,,
10221,932646793,False,,,Promenade de Meuse,cycleway,,12.726,,,"LINESTRING (4.8812389 50.3992565, 4.8812184 50.3991428)",,,,
10222,932646793,False,,,Promenade de Meuse,cycleway,,76.241,,,"LINESTRING (4.8812389 50.3992565, 4.8813451 50.3999388)",,,,
10223,932646793,False,,,Promenade de Meuse,cycleway,,76.241,,,"LINESTRING (4.8813451 50.3999388, 4.8812389 50.3992565)",,,,
10224,"[788206313, 788206315, 89545683, 297706484, 38212572]",False,,,,path,,211.686,"['yes', 'movable']",,"LINESTRING (4.8813451 50.3999388, 4.8814715 50.399954, 4.8815644 50.3999277, 4.8816742 50.399945, 4.8817746 50.4006369, 4.8817882 50.4006409, 4.8832956 50.4005467, 4.8833191 50.4005459)",,,,
